,Source,Sediment,TotalN,TotalP,huc,gwlfe_endpoint,huc_level
3343,Barren Areas,6.42481420912067,7.42295351653042,0.18538366735161,020402010203,wikisrat,12
3344,Wooded Areas,2255.71528772567,284.774629703253,13.2188290999811,020402010203,wikisrat,12
3345,Hay/Pasture,51235.5244279914,1227.43908502356,488.719669713062,020402010204,wikisrat,12
3346,Wooded Areas,3564.69400483398,322.557934310242,17.5849721745547,020402010204,wikisrat,12
3347,Wetlands,559.024284875133,148.875349938928,6.62279292146943,020402010204,wikisrat,12
3348,Subsurface Flow,,32025.0747413466,508.642491009634,020402010204,wikisrat,12
3349,Stream Bank Erosion,7967674.52006349,4923.95185639477,2240.83110550126,020402010204,wikisrat,12
3350,Septic Systems,,2202.66233847317,0.0,020402010204,wikisrat,12
3351,Point Sources,,50048.7205108868,4176.94940862513,020402010204,wikisrat,12
3352,Open Land,968.111537614232,24.0517490897431,1.55259733677595,020402010204,wikisrat,12
3353,Medium-Density Mixed,71359.9058543441,1599.54074653271,124.884124677313,020402010204,wikisrat,12
3354,Low-Density Open Space,51416.5867752075,1447.7771606565,123.631348556149,020402010204,wikisrat,12
3355,Low-Density Mixed,31000.4974963763,881.830108610205,73.8450311506975,020402010204,wikisrat,12
3356,High-Density Mixed,15202.4843055756,349.814610287077,25.863455834743,020402010204,wikisrat,12
3357,Farm Animals,,1872.47935999019,366.12490988146,020402010204,wikisrat,12
3358,Cropland,534280.196664648,3392.63464862021,847.739433350642,020402010204,wikisrat,12
3359,Barren Areas,94.6950269271498,59.7704588634016,1.64645444942209,020402010204,wikisrat,12
3360,Wetlands,550.001204756979,103.004816676796,5.0758670272735,020402010301,wikisrat,12
3361,Barren Areas,133.963032059488,78.3608119996436,2.29481903997364,020402010301,wikisrat,12
3362,Subsurface Flow,,36400.7680603759,576.873541113297,020402010301,wikisrat,12
3363,Stream Bank Erosion,3763148.42030509,2293.5778801526,1064.11838801904,020402010301,wikisrat,12
3364,Septic Systems,,806.151245746258,0.0,020402010301,wikisrat,12
3365,Wooded Areas,5713.09571634487,422.44397837147,24.2610588735596,020402010301,wikisrat,12
3366,Open Land,1836.14696011374,39.180578205787,2.80327585780759,020402010301,wikisrat,12
3367,Medium-Density Mixed,28293.8149788284,577.648058559417,50.9924057893599,020402010301,wikisrat,12
3368,Point Sources,,2108.31940372568,858.959074286813,020402010301,wikisrat,12
3369,Low-Density Mixed,16899.5327004411,438.095614388341,41.2710173658698,020402010301,wikisrat,12
3370,High-Density Mixed,4677.13727041864,96.3187945221131,8.34415709975565,020402010301,wikisrat,12
3371,Hay/Pasture,99961.6764669439,2200.52585068477,879.178318061878,020402010301,wikisrat,12
3372,Farm Animals,,1890.81216788777,376.916376830838,020402010301,wikisrat,12
3373,Cropland,952344.011616318,5713.38227888318,1438.63150746779,020402010301,wikisrat,12
3374,Low-Density Open Space,37084.209106023,975.700789156783,89.0627052322005,020402010301,wikisrat,12
3375,Point Sources,,0.0,0.0,020402010302,wikisrat,12
3376,Wooded Areas,1696.20532002115,129.877581572301,7.71470755085828,020402010302,wikisrat,12
3377,Wetlands,213.856913478643,38.2186261473158,1.86601853874183,020402010302,wikisrat,12
3378,Subsurface Flow,,15673.8892727342,269.564483959923,020402010302,wikisrat,12
3379,Stream Bank Erosion,2354868.51149384,1236.95928971102,656.463708491496,020402010302,wikisrat,12
3380,Septic Systems,,707.039512962204,0.0,020402010302,wikisrat,12
3381,Open Land,101.560445129367,3.13392287549126,0.163992181316618,020402010302,wikisrat,12
3382,Hay/Pasture,4529.81457410982,116.775053309308,45.8149314669701,020402010302,wikisrat,12
3383,Low-Density Open Space,40807.6591304535,1143.39525752654,101.544999787193,020402010302,wikisrat,12
3384,Low-Density Mixed,29390.8371718986,822.542876064297,73.2349855212623,020402010302,wikisrat,12
3385,High-Density Mixed,7131.93162796222,157.901365212735,13.7058766000945,020402010302,wikisrat,12
3386,Farm Animals,,941.959006341643,184.113191973831,020402010302,wikisrat,12
3387,Cropland,28521.6871153706,188.214278662126,47.9301661529766,020402010302,wikisrat,12
3388,Barren Areas,0.376156633137703,0.204913892164218,0.00650674315803519,020402010302,wikisrat,12
3389,Medium-Density Mixed,23183.4494073999,521.628176992053,43.8043944469797,020402010302,wikisrat,12
3390,Wooded Areas,2538.52120906671,296.299290933601,11.0730693366174,020402010303,wikisrat,12
3391,Wetlands,696.441205424069,213.207060550102,8.55619347135594,020402010303,wikisrat,12
3392,Subsurface Flow,,74237.8830415352,678.091117204139,020402010303,wikisrat,12
3393,Stream Bank Erosion,11251897.0505655,3531.8509253613,2611.50307383157,020402010303,wikisrat,12
3394,Septic Systems,,5049.18229713038,0.0,020402010303,wikisrat,12
3395,Point Sources,,7978.24596414515,8.49185375097322,020402010303,wikisrat,12
3396,Open Land,589.831898163918,30.1218137291962,1.01982112247685,020402010303,wikisrat,12
3397,Medium-Density Mixed,152675.979736506,3792.00243035839,267.913006291726,020402010303,wikisrat,12
3398,Low-Density Mixed,67429.0114486966,2230.34778939405,152.797697919293,020402010303,wikisrat,12
3399,High-Density Mixed,53466.5565422108,1275.35917256491,97.9718126369527,020402010303,wikisrat,12
3400,Hay/Pasture,25165.215535519,692.430044509934,174.578139017591,020402010303,wikisrat,12
3401,Farm Animals,,2489.80984556437,310.879798480788,020402010303,wikisrat,12
3402,Cropland,397716.89090897,2553.22354365334,450.145524008351,020402010303,wikisrat,12
3403,Barren Areas,3.54738569235657,3.15426561751084,0.0701264477656608,020402010303,wikisrat,12
3404,Low-Density Open Space,60040.4645584018,2018.82265576315,133.110952310958,020402010303,wikisrat,12
3405,Open Land,499.708226888044,19.1116706381325,0.663509471506672,020402010401,wikisrat,12
3406,Wetlands,1448.85822988688,204.382501986062,9.25097779159084,020402010401,wikisrat,12
3407,Subsurface Flow,,17109.2345443482,298.344736316257,020402010401,wikisrat,12
3408,Stream Bank Erosion,2698966.37211302,1198.71607995479,479.324771013614,020402010401,wikisrat,12
3409,Wooded Areas,1441.13343753742,55.1533301456835,3.06364778711577,020402010401,wikisrat,12
3410,Point Sources,,68232.9813957328,5503.68143587922,020402010401,wikisrat,12
3411,Medium-Density Mixed,26113.6722521762,574.066473038391,51.4248204076995,020402010401,wikisrat,12
3412,Septic Systems,,802.23663949229,0.0,020402010401,wikisrat,12
3413,Low-Density Mixed,8483.43264362949,236.433523033374,20.9089528429486,020402010401,wikisrat,12
3414,High-Density Mixed,8344.13741816084,183.269315817196,16.4326884522099,020402010401,wikisrat,12
3415,Hay/Pasture,1571.17344701427,46.8767639528717,11.4938211827675,020402010401,wikisrat,12
3416,Farm Animals,,437.660585301092,85.3057343400763,020402010401,wikisrat,12
3417,Cropland,883174.506516762,8591.40243919252,1130.50673518623,020402010401,wikisrat,12
3418,Barren Areas,3.15778599351451,2.43711450438757,0.0708493956267532,020402010401,wikisrat,12
3419,Low-Density Open Space,12497.9151971304,354.421737647742,30.2133320508368,020402010401,wikisrat,12
3420,Wooded Areas,667.568646146599,39.8992213871912,1.65192396217475,020402010402,wikisrat,12
3421,Wetlands,939.906084520406,244.524363671789,8.59420365439112,020402010402,wikisrat,12
3422,Subsurface Flow,,7962.88782481219,122.60919206768,020402010402,wikisrat,12
3423,Stream Bank Erosion,1088080.3662423,495.346344421233,153.640243250344,020402010402,wikisrat,12
3424,Septic Systems,,744.589046426342,0.0,020402010402,wikisrat,12
3425,Point Sources,,473.354104352876,25.1576041097519,020402010402,wikisrat,12
3426,Open Land,572.909476297269,23.5718032762772,0.698899295588024,020402010402,wikisrat,12
3427,Medium-Density Mixed,22302.0533721378,508.146757493939,34.3758604423375,020402010402,wikisrat,12
3428,Low-Density Open Space,8020.83539041674,255.593748861922,17.5126936155806,020402010402,wikisrat,12
3429,Low-Density Mixed,6400.22584324406,201.963634700287,14.1229557847323,020402010402,wikisrat,12
3430,High-Density Mixed,3270.76396175581,73.8276441077614,5.10168718242274,020402010402,wikisrat,12
3431,Hay/Pasture,817.789863703959,54.6501550693114,11.1824589222878,020402010402,wikisrat,12
3432,Farm Animals,,231.824989966838,37.8308833276171,020402010402,wikisrat,12
3433,Cropland,459302.420186212,7264.25317414784,628.428628136318,020402010402,wikisrat,12
3434,Barren Areas,4.19564709861179,2.88878866499837,0.0832869499039307,020402010402,wikisrat,12
3435,Wetlands,85.055186258771,91.7020711250261,2.98254896085365,020402010403,wikisrat,12
3436,Subsurface Flow,,9520.74974563901,120.566784925354,020402010403,wikisrat,12
3437,Stream Bank Erosion,777158.566645258,355.405266320642,137.557187795199,020402010403,wikisrat,12
3438,Septic Systems,,1630.04910050385,0.0,020402010403,wikisrat,12
3439,Point Sources,,0.0,0.0,020402010403,wikisrat,12
3440,Open Land,700.505384054139,44.0091540018099,1.16616004523334,020402010403,wikisrat,12
3441,Medium-Density Mixed,43605.2628150413,1205.08763070307,77.6557207816774,020402010403,wikisrat,12
3442,Wooded Areas,368.329944298826,36.4323515358229,1.28321082491648,020402010403,wikisrat,12
3443,Low-Density Mixed,15104.0829930132,529.278224727475,33.1205882099123,020402010403,wikisrat,12
3444,High-Density Mixed,21771.1760269354,605.469173187087,38.4802121163071,020402010403,wikisrat,12
3445,Hay/Pasture,1292.60990927045,25.2940044344087,5.38241903340485,020402010403,wikisrat,12
3446,Farm Animals,,585.498426324474,73.7923883676202,020402010403,wikisrat,12
3447,Cropland,69466.1163631896,432.553045746335,58.1347235334564,020402010403,wikisrat,12
3448,Barren Areas,4.93298888978371,6.1492057433332,0.13832878086261,020402010403,wikisrat,12
3449,Low-Density Open Space,10624.2936137588,376.545034535692,22.953105615857,020402010403,wikisrat,12
3450,Wetlands,755.679428896121,536.484379459899,16.4552813948275,020402010404,wikisrat,12
3451,Subsurface Flow,,63487.086503285,293.025055447565,020402010404,wikisrat,12
3452,Stream Bank Erosion,4167256.39939002,1827.57946351982,609.362421846009,020402010404,wikisrat,12
3453,Septic Systems,,2734.04802727212,0.0,020402010404,wikisrat,12
3454,Point Sources,,302330.441783067,16502.3724588644,020402010404,wikisrat,12
3455,Open Land,3771.98851409277,466.365994930633,9.67882910156434,020402010404,wikisrat,12
3456,Medium-Density Mixed,61102.2313536029,2120.21639658932,114.238170174575,020402010404,wikisrat,12
3457,Wooded Areas,239.368496860807,47.7475378921009,1.54858984596224,020402010404,wikisrat,12
3458,Low-Density Mixed,8445.11440789037,313.87965202656,18.0672573603068,020402010404,wikisrat,12
3459,High-Density Mixed,52664.3151709361,1946.76837849856,92.1665456468772,020402010404,wikisrat,12
3460,Hay/Pasture,645.063791867227,24.5569783747563,4.67678736751079,020402010404,wikisrat,12
3461,Farm Animals,,1034.9504332014,125.569987565406,020402010404,wikisrat,12
3462,Cropland,239296.260025482,2209.6580166437,208.366221259189,020402010404,wikisrat,12
3463,Barren Areas,25.429637372381,75.0377262182398,1.71992212734747,020402010404,wikisrat,12
3464,Low-Density Open Space,6029.53561984121,225.64390635851,12.7030038122822,020402010404,wikisrat,12
3465,Wooded Areas,581.033556411475,75.9045249920725,3.2605932354347,020402010405,wikisrat,12
3466,Wetlands,323.937763403636,182.187402425057,7.38609647193011,020402010405,wikisrat,12
3467,Subsurface Flow,,29293.5927797311,311.185668304223,020402010405,wikisrat,12
3468,Stream Bank Erosion,2841374.36207443,733.964446811612,595.373857625605,020402010405,wikisrat,12
3469,Septic Systems,,3364.90667117674,0.0,020402010405,wikisrat,12
3470,Point Sources,,231.595865336778,108.026730277985,020402010405,wikisrat,12
3471,Open Land,138.242367786024,5.9611191648252,0.227348329219124,020402010405,wikisrat,12
3472,Medium-Density Mixed,99406.6903237636,2620.65863848128,194.980960885539,020402010405,wikisrat,12
3473,Low-Density Mixed,45018.5710627939,1500.55452796769,112.726468210234,020402010405,wikisrat,12
3474,High-Density Mixed,55833.1955249048,1472.32678058468,109.495764129374,020402010405,wikisrat,12
3475,Hay/Pasture,693.525474134948,20.2997111085425,6.36014824109867,020402010405,wikisrat,12
3476,Farm Animals,,1100.53781899907,191.060678915263,020402010405,wikisrat,12
3477,Cropland,11929.9363816893,64.1651358497961,14.509329841169,020402010405,wikisrat,12
3478,Barren Areas,1.41744192374578,1.07946506180118,0.0271913442848404,020402010405,wikisrat,12
3479,Low-Density Open Space,19923.5080533481,662.035340043865,50.0847805034187,020402010405,wikisrat,12
3480,Open Land,1770.90905478857,48.1545463248134,1.98959516998454,020402010406,wikisrat,12
3481,Wetlands,2418.56560363972,720.604249719635,31.6812361223238,020402010406,wikisrat,12
3482,Subsurface Flow,,28743.4119048716,557.770503076531,020402010406,wikisrat,12
3483,Stream Bank Erosion,6905054.77009588,4860.52644739393,1116.16446863896,020402010406,wikisrat,12
3484,Septic Systems,,2027.05235841725,0.0,020402010406,wikisrat,12
3485,Point Sources,,4698.58229379825,367.707444348755,020402010406,wikisrat,12
3486,Medium-Density Mixed,67319.1319749366,1428.4574085067,128.43384273402,020402010406,wikisrat,12
3487,Wooded Areas,2161.4296951201,178.786488588478,8.8856732877046,020402010406,wikisrat,12
3488,Low-Density Mixed,21529.986303182,604.895144064342,55.4857918637171,020402010406,wikisrat,12
3489,Barren Areas,19.8908613025733,14.3509953567664,0.426679151246255,020402010406,wikisrat,12
3490,Cropland,1241167.2525632,24601.9019070796,2390.7693318829,020402010406,wikisrat,12
3491,Low-Density Open Space,24465.8007519361,697.027749308193,62.065233525462,020402010406,wikisrat,12
3492,Hay/Pasture,891.074753557965,75.3716844430669,20.205599392737,020402010406,wikisrat,12
3493,High-Density Mixed,16998.2206302591,360.932484447369,32.4329783920411,020402010406,wikisrat,12
3494,Farm Animals,,794.497722359097,164.730299258081,020402010406,wikisrat,12
3495,Wooded Areas,277.635231190909,36.7684699620718,1.37797908736541,020402010407,wikisrat,12
3496,Wetlands,161.182488160923,107.897410767845,4.05709627550903,020402010407,wikisrat,12
3497,Subsurface Flow,,41930.5916486021,371.480680118253,020402010407,wikisrat,12
3498,Stream Bank Erosion,5569281.09242189,2576.37806624412,886.805887455986,020402010407,wikisrat,12
3499,Septic Systems,,4496.55255793593,0.0,020402010407,wikisrat,12
3500,Open Land,1497.66397108572,68.3655065368273,2.09472821994575,020402010407,wikisrat,12
3501,Medium-Density Mixed,117138.373302638,3375.82602225506,219.314822450431,020402010407,wikisrat,12
3502,Point Sources,,336058.645440194,32787.5612942175,020402010407,wikisrat,12
3503,Low-Density Mixed,37194.055926017,1292.83579001031,88.7552709659082,020402010407,wikisrat,12
3504,High-Density Mixed,72896.6334860468,2121.27799050058,135.14687708559,020402010407,wikisrat,12
3505,Hay/Pasture,201.179945305761,7.50413578681185,1.60951444577443,020402010407,wikisrat,12
3506,Farm Animals,,880.760354357498,119.473525155762,020402010407,wikisrat,12
3507,Cropland,30574.3707559357,374.499321828087,34.5396058797351,020402010407,wikisrat,12
3508,Barren Areas,0.498178087771807,0.763710844860621,0.0191375584208326,020402010407,wikisrat,12
3509,Low-Density Open Space,18128.4937922461,618.777357142292,44.3152532087994,020402010407,wikisrat,12
3510,Open Land,1452.78595460005,44.4693547055463,0.979221870799067,020402020101,wikisrat,12
3511,Wooded Areas,3419.92792568619,64.596203209823,2.78428297646639,020402020101,wikisrat,12
3512,Wetlands,697.010737039409,131.607217671875,5.46858223061968,020402020101,wikisrat,12
3513,Subsurface Flow,,11773.0755242249,402.004068057882,020402020101,wikisrat,12
3514,Stream Bank Erosion,295708.414643704,137.626895046515,14.5234411858131,020402020101,wikisrat,12
3515,Septic Systems,,42.3134519697223,0.0,020402020101,wikisrat,12
3516,Medium-Density Mixed,1237.51012697827,26.8997827404214,1.61830887197057,020402020101,wikisrat,12
3517,Point Sources,,0.0,0.0,020402020101,wikisrat,12
3518,Low-Density Mixed,1700.53900458608,51.6437071285022,3.76708989527803,020402020101,wikisrat,12
3519,High-Density Mixed,0.0,0.0,0.0,020402020101,wikisrat,12
3520,Hay/Pasture,355.549555544487,1.62487086626511,0.169842670538467,020402020101,wikisrat,12
3521,Farm Animals,,275.110655210241,46.1640888584937,020402020101,wikisrat,12
3522,Cropland,4362.21298851258,56.2833536312856,2.25842022313271,020402020101,wikisrat,12
3523,Barren Areas,8.52647579988352,37.3863325530638,1.01040032813734,020402020101,wikisrat,12
3524,Low-Density Open Space,2838.49596307996,82.7641933772962,6.56005216844444,020402020101,wikisrat,12
3525,Wooded Areas,188.325185509059,181.717167420508,3.17292276390335,020402020102,wikisrat,12
3526,Wetlands,234.180702019646,1015.57899972475,16.8962351105218,020402020102,wikisrat,12
3527,Subsurface Flow,,15964.8070137965,255.997080761698,020402020102,wikisrat,12
3528,Stream Bank Erosion,2102931.22029012,835.157780560537,131.10379049905,020402020102,wikisrat,12
3529,Septic Systems,,743.134965045823,0.0,020402020102,wikisrat,12
3530,Point Sources,,0.0,0.0,020402020102,wikisrat,12
3531,Open Land,37.4193566308993,56.0616438776783,0.301655513970848,020402020102,wikisrat,12
3532,Medium-Density Mixed,13984.4288414123,487.796617494862,13.1118479751795,020402020102,wikisrat,12
3533,Low-Density Mixed,8637.66467968804,416.076002856313,13.5333862853772,020402020102,wikisrat,12
3534,High-Density Mixed,917.183817037019,37.1982695707421,0.742018750861802,020402020102,wikisrat,12
3535,Hay/Pasture,7.1163340573207,2.4647933999421,0.171623096202029,020402020102,wikisrat,12
3536,Farm Animals,,636.524193816802,53.344908888755,020402020102,wikisrat,12
3537,Cropland,471.530857061681,176.733742572327,4.42847319268692,020402020102,wikisrat,12
3538,Barren Areas,1.41212132333188,18.7979727595145,0.182593265013676,020402020102,wikisrat,12
3539,Low-Density Open Space,9797.6376231761,396.355102661806,18.2375836624413,020402020102,wikisrat,12
3540,Point Sources,,0.0,0.0,020402020103,wikisrat,12
3541,Wooded Areas,387.238705416453,119.182077185557,1.78647162476319,020402020103,wikisrat,12
3542,Wetlands,366.226871603361,1033.01154193124,20.1295533237949,020402020103,wikisrat,12
3543,Subsurface Flow,,22937.5870372169,335.881925725186,020402020103,wikisrat,12
3544,Stream Bank Erosion,4550313.21215832,2394.04153007368,457.151909393069,020402020103,wikisrat,12
3545,Septic Systems,,1366.01248083162,0.0,020402020103,wikisrat,12
3546,Open Land,190.219910154313,169.58497556511,0.577057175194342,020402020103,wikisrat,12
3547,Low-Density Mixed,15308.1879492122,654.414643259862,29.6872935551915,020402020103,wikisrat,12
3548,Low-Density Open Space,13728.1426252965,641.537613878518,24.6989921194934,020402020103,wikisrat,12
3549,Medium-Density Mixed,27382.0608551465,969.393076623764,38.0661858806092,020402020103,wikisrat,12
3550,High-Density Mixed,6729.13821476555,298.988222527838,7.46267368275573,020402020103,wikisrat,12
3551,Hay/Pasture,107.883334963678,6.89184001894188,0.799209506777114,020402020103,wikisrat,12
3552,Farm Animals,,696.926784966214,134.467980189076,020402020103,wikisrat,12
3553,Cropland,143572.044966671,4208.27734555244,330.963517279592,020402020103,wikisrat,12
3554,Barren Areas,14.901486715668,43.113351973265,0.240569859412065,020402020103,wikisrat,12
3555,Wooded Areas,1572.57380246732,80.953208585529,3.66559212896289,020402020104,wikisrat,12
3556,Wetlands,1349.76595155766,361.376139180155,14.1431954212178,020402020104,wikisrat,12
3557,Subsurface Flow,,17179.596036861,271.72154483997,020402020104,wikisrat,12
3558,Stream Bank Erosion,3995751.99473258,3175.18593413501,652.856324144838,020402020104,wikisrat,12
3559,Septic Systems,,1325.38193414459,0.0,020402020104,wikisrat,12
3560,Point Sources,,81906.5253929518,12634.5098342099,020402020104,wikisrat,12
3561,Open Land,2545.15547891679,100.530359158504,3.33880779491873,020402020104,wikisrat,12
3562,Medium-Density Mixed,41107.1401760412,949.145125746695,78.0833601069704,020402020104,wikisrat,12
3563,Low-Density Open Space,14708.3437473118,448.429204991877,36.5831726678394,020402020104,wikisrat,12
3564,Low-Density Mixed,16856.3906349996,500.707309096169,43.0654467070085,020402020104,wikisrat,12
3565,High-Density Mixed,13944.8492689709,319.906897724578,26.6565884885166,020402020104,wikisrat,12
3566,Hay/Pasture,245.383199751022,20.1337036771649,4.74872411753007,020402020104,wikisrat,12
3567,Farm Animals,,395.036599338172,74.0811574340246,020402020104,wikisrat,12
3568,Cropland,402127.458095277,8158.38426595253,732.5257795545,020402020104,wikisrat,12
3569,Barren Areas,0.353389652542878,0.213368762272098,0.00558354564298305,020402020104,wikisrat,12
3570,Wetlands,116.256791203976,582.388741052504,3.86686915742647,020402020201,wikisrat,12
3571,Subsurface Flow,,18508.2959076218,89.1653176429374,020402020201,wikisrat,12
3572,Stream Bank Erosion,782056.093184241,258.154026664539,55.0865451199348,020402020201,wikisrat,12
3573,Wooded Areas,799.314075535786,85.7164173237147,0.74154752847883,020402020201,wikisrat,12
3574,Septic Systems,,260.079411697646,0.0,020402020201,wikisrat,12
3575,Point Sources,,4527.34446699839,44.8405403377131,020402020201,wikisrat,12
3576,Open Land,59.3802739143135,21.1870848853759,0.100151391061593,020402020201,wikisrat,12
3577,Hay/Pasture,16.5166679192076,0.7294836984065,0.0347009747088405,020402020201,wikisrat,12
3578,Low-Density Open Space,5635.98234314259,301.724454569172,6.12434118565159,020402020201,wikisrat,12
3579,Low-Density Mixed,2990.70818430169,150.502372920755,3.57201971805768,020402020201,wikisrat,12
3580,High-Density Mixed,249.465245962081,10.6626323732846,0.163869496009694,020402020201,wikisrat,12
3581,Farm Animals,,537.380912125362,19.5075189036837,020402020201,wikisrat,12
3582,Cropland,24067.4188922595,1318.82460255492,21.0329742714079,020402020201,wikisrat,12
3583,Barren Areas,1.74994251177402,6.03141762548271,0.0255743838207714,020402020201,wikisrat,12
3584,Medium-Density Mixed,4983.61239584781,173.775518129167,4.2528104937746,020402020201,wikisrat,12
3585,Farm Animals,,763.918634439585,123.681184777029,020402020202,wikisrat,12
3586,Hay/Pasture,22.9269598111283,5.90422861828343,0.642635318719239,020402020202,wikisrat,12
3587,High-Density Mixed,12410.6274590289,354.486114236699,18.131389219531,020402020202,wikisrat,12
3588,Low-Density Mixed,30255.67855943,1138.91432457526,59.500511702157,020402020202,wikisrat,12
3589,Low-Density Open Space,35823.6272294906,1420.05711189038,65.6898843313856,020402020202,wikisrat,12
3590,Medium-Density Mixed,51897.383587293,1459.14995466349,76.4359871622031,020402020202,wikisrat,12
3591,Septic Systems,,2073.05860915592,0.0,020402020202,wikisrat,12
3592,Point Sources,,39965.7132456337,1954.07903416735,020402020202,wikisrat,12
3593,Stream Bank Erosion,7479020.97817099,3623.80066672123,1011.35461891248,020402020202,wikisrat,12
3594,Subsurface Flow,,23251.1429624716,346.649294384767,020402020202,wikisrat,12
3595,Wetlands,432.273674657728,752.571377037811,18.3292431923014,020402020202,wikisrat,12
3596,Cropland,33808.3979358975,1304.09423391808,103.026968825353,020402020202,wikisrat,12
3597,Open Land,64.9300537778288,26.96539522602,0.215339282771107,020402020202,wikisrat,12
3598,Barren Areas,1.8071034724703,7.9341371399805,0.0540736638379113,020402020202,wikisrat,12
3599,Wooded Areas,770.484293570861,62.4767545941286,1.18580595186019,020402020202,wikisrat,12
3600,Cropland,440222.531338791,8771.93422392076,902.217037862667,020402020203,wikisrat,12
3601,Wetlands,1921.81953541811,1062.99772768479,37.4765981767171,020402020203,wikisrat,12
3602,Subsurface Flow,,11394.5080541875,266.054067059734,020402020203,wikisrat,12
3603,Stream Bank Erosion,2805481.47551034,2159.09808251393,470.284220997991,020402020203,wikisrat,12
3604,Septic Systems,,1126.74499921511,0.0,020402020203,wikisrat,12
3605,Point Sources,,29627.6334176264,370.529442096953,020402020203,wikisrat,12
3606,Open Land,2677.25762352825,74.8631702197675,3.14886395002044,020402020203,wikisrat,12
3607,Medium-Density Mixed,35260.0313677497,798.636111191281,64.2019771681757,020402020203,wikisrat,12
3608,Low-Density Open Space,19130.9952018873,574.974592355891,43.0937024737329,020402020203,wikisrat,12
3609,Low-Density Mixed,12583.2600973457,362.474884604648,29.5584907279158,020402020203,wikisrat,12
3610,High-Density Mixed,9623.6690412705,219.531026803726,17.4023167676675,020402020203,wikisrat,12
3611,Hay/Pasture,378.044692719581,16.4057457287,4.23243295651338,020402020203,wikisrat,12
3612,Farm Animals,,507.20068086715,104.856366419592,020402020203,wikisrat,12
3613,Barren Areas,0.553363991199041,1.29945506119736,0.0243396965700652,020402020203,wikisrat,12
3614,Wooded Areas,1083.74354765948,78.0638604623049,2.81448024878212,020402020203,wikisrat,12
3615,Low-Density Open Space,24853.0489779804,897.533384206444,48.9863556623685,020402020204,wikisrat,12
3616,Point Sources,,4221.38464863336,574.09225139476,020402020204,wikisrat,12
3617,Open Land,436.849341002677,39.0867911262155,0.642012391184591,020402020204,wikisrat,12
3618,Medium-Density Mixed,59020.2724494751,1554.93974277999,94.2088075583019,020402020204,wikisrat,12
3619,Subsurface Flow,,24972.0760685054,343.070376306206,020402020204,wikisrat,12
3620,Low-Density Mixed,21321.5424101959,735.462524430562,43.6670361987139,020402020204,wikisrat,12
3621,High-Density Mixed,19142.7854754592,483.621761186087,31.6697928162915,020402020204,wikisrat,12
3622,Hay/Pasture,404.322616267224,22.826033115838,3.87721368447285,020402020204,wikisrat,12
3623,Farm Animals,,958.247962120023,109.688792270215,020402020204,wikisrat,12
3624,Cropland,672747.033330436,21741.2620331298,1154.58658742599,020402020204,wikisrat,12
3625,Barren Areas,0.0,0.0,0.0,020402020204,wikisrat,12
3626,Wetlands,1458.24523365884,1797.81754779149,32.1515169726067,020402020204,wikisrat,12
3627,Septic Systems,,2169.70312827443,0.0,020402020204,wikisrat,12
3628,Wooded Areas,1090.19996325927,82.6811467310662,1.96574617449406,020402020204,wikisrat,12
3629,Stream Bank Erosion,7691490.64063118,5136.40825255943,1039.74866083363,020402020204,wikisrat,12
3630,Cropland,64297.1657673799,404.267038784283,120.015733343921,020402020301,wikisrat,12
3631,Farm Animals,,590.873728105562,138.937481000114,020402020301,wikisrat,12
3632,Hay/Pasture,13905.5350110115,106.354801079342,56.6017260763358,020402020301,wikisrat,12
3633,High-Density Mixed,79376.914452787,1732.0160853317,172.39809106293,020402020301,wikisrat,12
3634,Low-Density Mixed,34948.6789191908,950.40862339828,98.0339708929564,020402020301,wikisrat,12
3635,Low-Density Open Space,31213.6370627633,849.578322768312,87.4728911504955,020402020301,wikisrat,12
3636,Medium-Density Mixed,189310.783584885,4126.74545113277,411.611694367887,020402020301,wikisrat,12
3637,Open Land,214.406091864138,7.47137375216035,0.39631294980386,020402020301,wikisrat,12
3638,Point Sources,,0.0,0.0,020402020301,wikisrat,12
3639,Septic Systems,,5426.00186834802,0.0,020402020301,wikisrat,12
3640,Stream Bank Erosion,4017044.83154184,1359.37454785873,1180.12701303773,020402020301,wikisrat,12
3641,Barren Areas,1.66341403792708,1.36722525219837,0.045904365461749,020402020301,wikisrat,12
3642,Wetlands,297.622100963636,89.0083176784047,4.88970191853557,020402020301,wikisrat,12
3643,Subsurface Flow,,50671.9919005957,556.8344562718,020402020301,wikisrat,12
3644,Wooded Areas,802.446845149274,68.9014272225554,4.40828744557603,020402020301,wikisrat,12
3645,Wooded Areas,914.21968067879,42.2991347515989,2.28482565551028,020402020302,wikisrat,12
3646,Wetlands,883.940909896861,297.808618098122,12.4325643417176,020402020302,wikisrat,12
3647,Subsurface Flow,,38953.1665833305,502.997932803161,020402020302,wikisrat,12
3648,Stream Bank Erosion,11499229.3353005,8240.94153965332,2074.81664884355,020402020302,wikisrat,12
3649,Point Sources,,157749.031639138,6030.81771140141,020402020302,wikisrat,12
3650,Open Land,1794.7439589594,72.9893787591556,2.57147926060901,020402020302,wikisrat,12
3651,Medium-Density Mixed,129165.890861703,3066.63221352985,246.505322570527,020402020302,wikisrat,12
3652,Low-Density Open Space,29503.6006957856,930.547659466614,75.8414735711954,020402020302,wikisrat,12
3653,Low-Density Mixed,51444.8450046338,1598.35279860259,134.442524168481,020402020302,wikisrat,12
