,Source,Sediment,TotalN,TotalP,huc,gwlfe_endpoint,huc_level,huc_run,huc_run_level,huc_run_name,huc_run_states,huc_run_areaacres,land_use_source,closest_weather_stations,stream_layer,weather_source
3609,High-Density Mixed,9623.6690412705,219.531026803726,17.4023167676675,020402020203,wikisrat,12,020402020203,12,Little Creek-Southwest Branch South Branch Rancocas Creek,NJ,18912.7,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3610,Hay/Pasture,378.044692719581,16.4057457287,4.23243295651338,020402020203,wikisrat,12,020402020203,12,Little Creek-Southwest Branch South Branch Rancocas Creek,NJ,18912.7,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3611,Farm Animals,,507.20068086715,104.856366419592,020402020203,wikisrat,12,020402020203,12,Little Creek-Southwest Branch South Branch Rancocas Creek,NJ,18912.7,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3612,Cropland,440222.531338791,8771.93422392076,902.217037862667,020402020203,wikisrat,12,020402020203,12,Little Creek-Southwest Branch South Branch Rancocas Creek,NJ,18912.7,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3613,Barren Areas,0.553363991199041,1.29945506119736,0.0243396965700652,020402020203,wikisrat,12,020402020203,12,Little Creek-Southwest Branch South Branch Rancocas Creek,NJ,18912.7,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3614,Low-Density Open Space,19130.9952018873,574.974592355891,43.0937024737329,020402020203,wikisrat,12,020402020203,12,Little Creek-Southwest Branch South Branch Rancocas Creek,NJ,18912.7,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3615,Wooded Areas,1090.19996325927,82.6811467310662,1.96574617449406,020402020204,wikisrat,12,020402020204,12,Jade Run-South Branch Rancocas Creek,NJ,36678.19,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3616,Wetlands,1458.24523365884,1797.81754779149,32.1515169726067,020402020204,wikisrat,12,020402020204,12,Jade Run-South Branch Rancocas Creek,NJ,36678.19,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3617,Subsurface Flow,,24972.0760685054,343.070376306206,020402020204,wikisrat,12,020402020204,12,Jade Run-South Branch Rancocas Creek,NJ,36678.19,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3618,Stream Bank Erosion,7691490.64063118,5136.40825255943,1039.74866083363,020402020204,wikisrat,12,020402020204,12,Jade Run-South Branch Rancocas Creek,NJ,36678.19,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3619,Septic Systems,,2169.70312827443,0.0,020402020204,wikisrat,12,020402020204,12,Jade Run-South Branch Rancocas Creek,NJ,36678.19,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3620,Point Sources,,4221.38464863336,574.09225139476,020402020204,wikisrat,12,020402020204,12,Jade Run-South Branch Rancocas Creek,NJ,36678.19,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3621,Open Land,436.849341002677,39.0867911262155,0.642012391184591,020402020204,wikisrat,12,020402020204,12,Jade Run-South Branch Rancocas Creek,NJ,36678.19,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3622,Cropland,672747.033330436,21741.2620331298,1154.58658742599,020402020204,wikisrat,12,020402020204,12,Jade Run-South Branch Rancocas Creek,NJ,36678.19,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3623,Low-Density Open Space,24853.0489779804,897.533384206444,48.9863556623685,020402020204,wikisrat,12,020402020204,12,Jade Run-South Branch Rancocas Creek,NJ,36678.19,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3624,Low-Density Mixed,21321.5424101959,735.462524430562,43.6670361987139,020402020204,wikisrat,12,020402020204,12,Jade Run-South Branch Rancocas Creek,NJ,36678.19,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3625,High-Density Mixed,19142.7854754592,483.621761186087,31.6697928162915,020402020204,wikisrat,12,020402020204,12,Jade Run-South Branch Rancocas Creek,NJ,36678.19,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3626,Hay/Pasture,404.322616267224,22.826033115838,3.87721368447285,020402020204,wikisrat,12,020402020204,12,Jade Run-South Branch Rancocas Creek,NJ,36678.19,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3627,Farm Animals,,958.247962120023,109.688792270215,020402020204,wikisrat,12,020402020204,12,Jade Run-South Branch Rancocas Creek,NJ,36678.19,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3628,Medium-Density Mixed,59020.2724494751,1554.93974277999,94.2088075583019,020402020204,wikisrat,12,020402020204,12,Jade Run-South Branch Rancocas Creek,NJ,36678.19,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3629,Barren Areas,0.0,0.0,0.0,020402020204,wikisrat,12,020402020204,12,Jade Run-South Branch Rancocas Creek,NJ,36678.19,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3630,Wetlands,297.622100963636,89.0083176784047,4.88970191853557,020402020301,wikisrat,12,020402020301,12,Poquessing Creek,PA,13826.45,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
3631,Subsurface Flow,,50671.9919005957,556.8344562718,020402020301,wikisrat,12,020402020301,12,Poquessing Creek,PA,13826.45,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
3632,Stream Bank Erosion,4017044.83154184,1359.37454785873,1180.12701303773,020402020301,wikisrat,12,020402020301,12,Poquessing Creek,PA,13826.45,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
3633,Septic Systems,,5426.00186834802,0.0,020402020301,wikisrat,12,020402020301,12,Poquessing Creek,PA,13826.45,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
3634,Point Sources,,0.0,0.0,020402020301,wikisrat,12,020402020301,12,Poquessing Creek,PA,13826.45,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
3635,Open Land,214.406091864138,7.47137375216035,0.39631294980386,020402020301,wikisrat,12,020402020301,12,Poquessing Creek,PA,13826.45,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
3636,Medium-Density Mixed,189310.783584885,4126.74545113277,411.611694367887,020402020301,wikisrat,12,020402020301,12,Poquessing Creek,PA,13826.45,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
3637,Wooded Areas,802.446845149274,68.9014272225554,4.40828744557603,020402020301,wikisrat,12,020402020301,12,Poquessing Creek,PA,13826.45,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
3638,Low-Density Mixed,34948.6789191908,950.40862339828,98.0339708929564,020402020301,wikisrat,12,020402020301,12,Poquessing Creek,PA,13826.45,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
3639,High-Density Mixed,79376.914452787,1732.0160853317,172.39809106293,020402020301,wikisrat,12,020402020301,12,Poquessing Creek,PA,13826.45,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
3640,Hay/Pasture,13905.5350110115,106.354801079342,56.6017260763358,020402020301,wikisrat,12,020402020301,12,Poquessing Creek,PA,13826.45,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
3641,Farm Animals,,590.873728105562,138.937481000114,020402020301,wikisrat,12,020402020301,12,Poquessing Creek,PA,13826.45,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
3642,Cropland,64297.1657673799,404.267038784283,120.015733343921,020402020301,wikisrat,12,020402020301,12,Poquessing Creek,PA,13826.45,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
3643,Barren Areas,1.66341403792708,1.36722525219837,0.045904365461749,020402020301,wikisrat,12,020402020301,12,Poquessing Creek,PA,13826.45,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
3644,Low-Density Open Space,31213.6370627633,849.578322768312,87.4728911504955,020402020301,wikisrat,12,020402020301,12,Poquessing Creek,PA,13826.45,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
3645,Wooded Areas,914.219680745448,42.2991347518412,2.28482565555854,020402020302,wikisrat,12,020402020302,12,Rancocas Creek,NJ,20808.36,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3646,Wetlands,883.940909962975,297.808618098367,12.4325643417645,020402020302,wikisrat,12,020402020302,12,Rancocas Creek,NJ,20808.36,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3647,Subsurface Flow,,38953.1665833305,502.997932803161,020402020302,wikisrat,12,020402020302,12,Rancocas Creek,NJ,20808.36,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3648,Stream Bank Erosion,11499229.3353005,8240.94153965332,2074.81664884355,020402020302,wikisrat,12,020402020302,12,Rancocas Creek,NJ,20808.36,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3649,Septic Systems,,4249.43403569981,0.0,020402020302,wikisrat,12,020402020302,12,Rancocas Creek,NJ,20808.36,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3650,Point Sources,,157749.031639138,6030.81771140141,020402020302,wikisrat,12,020402020302,12,Rancocas Creek,NJ,20808.36,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3651,Open Land,1794.74395907553,72.9893787596072,2.57147926070403,020402020302,wikisrat,12,020402020302,12,Rancocas Creek,NJ,20808.36,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3652,Medium-Density Mixed,129165.890861703,3066.63221352985,246.505322570527,020402020302,wikisrat,12,020402020302,12,Rancocas Creek,NJ,20808.36,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3653,Low-Density Mixed,51444.8450046338,1598.35279860259,134.442524168481,020402020302,wikisrat,12,020402020302,12,Rancocas Creek,NJ,20808.36,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3654,High-Density Mixed,48911.623018262,1155.77298997729,93.7872625815576,020402020302,wikisrat,12,020402020302,12,Rancocas Creek,NJ,20808.36,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3655,Hay/Pasture,375.146984166215,14.0480636496328,3.96595909605796,020402020302,wikisrat,12,020402020302,12,Rancocas Creek,NJ,20808.36,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3656,Farm Animals,,559.204855164715,112.40036320608,020402020302,wikisrat,12,020402020302,12,Rancocas Creek,NJ,20808.36,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3657,Cropland,204882.7543277,2561.95140312807,299.563549887915,020402020302,wikisrat,12,020402020302,12,Rancocas Creek,NJ,20808.36,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3658,Barren Areas,0.630905178442669,0.428007706669912,0.0121561336203878,020402020302,wikisrat,12,020402020302,12,Rancocas Creek,NJ,20808.36,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3659,Low-Density Open Space,29503.6006957856,930.547659466614,75.8414735711954,020402020302,wikisrat,12,020402020302,12,Rancocas Creek,NJ,20808.36,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3660,Open Land,230.975529534079,8.86596702118972,0.422049597945839,020402020303,wikisrat,12,020402020303,12,Upper Pennypack Creek,PA,17626.49,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
3661,Wetlands,209.747660339402,51.4527884907679,2.82757216001849,020402020303,wikisrat,12,020402020303,12,Upper Pennypack Creek,PA,17626.49,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
3662,Subsurface Flow,,26819.1959954119,512.559965992903,020402020303,wikisrat,12,020402020303,12,Upper Pennypack Creek,PA,17626.49,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
3663,Stream Bank Erosion,5823751.7680381,3344.12970897747,1612.92736391355,020402020303,wikisrat,12,020402020303,12,Upper Pennypack Creek,PA,17626.49,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
3664,Septic Systems,,3588.88445275998,0.0,020402020303,wikisrat,12,020402020303,12,Upper Pennypack Creek,PA,17626.49,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
3665,Point Sources,,16413.4414513646,2175.89023687385,020402020303,wikisrat,12,020402020303,12,Upper Pennypack Creek,PA,17626.49,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
3666,Medium-Density Mixed,122667.552737771,2755.52150210038,269.890303816643,020402020303,wikisrat,12,020402020303,12,Upper Pennypack Creek,PA,17626.49,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
3667,Wooded Areas,1251.64806847148,91.3391059241374,5.8912790914134,020402020303,wikisrat,12,020402020303,12,Upper Pennypack Creek,PA,17626.49,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
3668,Low-Density Mixed,56444.0321806986,1536.9249767711,156.247421838332,020402020303,wikisrat,12,020402020303,12,Upper Pennypack Creek,PA,17626.49,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
3669,High-Density Mixed,58199.3791262845,1307.28838753934,128.055442644761,020402020303,wikisrat,12,020402020303,12,Upper Pennypack Creek,PA,17626.49,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
3670,Hay/Pasture,21421.7885727763,219.576070546316,98.2882781779899,020402020303,wikisrat,12,020402020303,12,Upper Pennypack Creek,PA,17626.49,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
3671,Farm Animals,,1314.02617394609,325.959879288992,020402020303,wikisrat,12,020402020303,12,Upper Pennypack Creek,PA,17626.49,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
3672,Cropland,31227.4290857699,153.289856218652,44.6724473919024,020402020303,wikisrat,12,020402020303,12,Upper Pennypack Creek,PA,17626.49,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
3673,Barren Areas,0.102635598028442,0.409444226017789,0.0131047223933856,020402020303,wikisrat,12,020402020303,12,Upper Pennypack Creek,PA,17626.49,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
3674,Low-Density Open Space,53776.2241684281,1460.2838215486,149.316659003798,020402020303,wikisrat,12,020402020303,12,Upper Pennypack Creek,PA,17626.49,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
3675,Wooded Areas,1512.74891169623,114.648413434863,7.11859113412447,020402020304,wikisrat,12,020402020304,12,Lower Pennypack Creek,PA,18272.43,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
3676,Wetlands,143.341504590494,63.9763793089279,3.35267215510377,020402020304,wikisrat,12,020402020304,12,Lower Pennypack Creek,PA,18272.43,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
3677,Subsurface Flow,,231550.160868455,2122.79545316951,020402020304,wikisrat,12,020402020304,12,Lower Pennypack Creek,PA,18272.43,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
3678,Stream Bank Erosion,9229328.21889732,4467.34790025533,2363.25305139666,020402020304,wikisrat,12,020402020304,12,Lower Pennypack Creek,PA,18272.43,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
3679,Septic Systems,,6938.11792007588,0.0,020402020304,wikisrat,12,020402020304,12,Lower Pennypack Creek,PA,18272.43,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
3680,Point Sources,,2389.66591831967,319.09992957608,020402020304,wikisrat,12,020402020304,12,Lower Pennypack Creek,PA,18272.43,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
3681,Open Land,273.91450933967,18.7591769076062,0.63933745915747,020402020304,wikisrat,12,020402020304,12,Lower Pennypack Creek,PA,18272.43,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
3682,Medium-Density Mixed,247292.857358078,5200.89817315681,519.295888217123,020402020304,wikisrat,12,020402020304,12,Lower Pennypack Creek,PA,18272.43,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
3683,Low-Density Open Space,39680.6455531554,1086.20895587567,108.643774851821,020402020304,wikisrat,12,020402020304,12,Lower Pennypack Creek,PA,18272.43,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
3684,Low-Density Mixed,41132.3779242372,1114.22475782862,113.927178418801,020402020304,wikisrat,12,020402020304,12,Lower Pennypack Creek,PA,18272.43,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
3685,High-Density Mixed,83515.3526625084,1756.2688851096,175.396679335359,020402020304,wikisrat,12,020402020304,12,Lower Pennypack Creek,PA,18272.43,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
3686,Hay/Pasture,26626.9017006555,188.355391593731,81.949605989669,020402020304,wikisrat,12,020402020304,12,Lower Pennypack Creek,PA,18272.43,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
3687,Farm Animals,,517.513837235077,130.48498828067,020402020304,wikisrat,12,020402020304,12,Lower Pennypack Creek,PA,18272.43,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
3688,Cropland,0.0,0.0,0.0,020402020304,wikisrat,12,020402020304,12,Lower Pennypack Creek,PA,18272.43,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
3689,Barren Areas,5.8326775641994,4.92539413947375,0.164287504009547,020402020304,wikisrat,12,020402020304,12,Lower Pennypack Creek,PA,18272.43,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
3690,Wetlands,189.47634601498,78.7841049618342,3.50353923652758,020402020305,wikisrat,12,020402020305,12,Swede Run-Delaware River,"NJ,PA",9831.48,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3691,Subsurface Flow,,20473.8836770798,272.269605047756,020402020305,wikisrat,12,020402020305,12,Swede Run-Delaware River,"NJ,PA",9831.48,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3692,Stream Bank Erosion,2014293.03055311,1269.37386310064,413.471587854073,020402020305,wikisrat,12,020402020305,12,Swede Run-Delaware River,"NJ,PA",9831.48,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3693,Septic Systems,,1971.79497276977,0.0,020402020305,wikisrat,12,020402020305,12,Swede Run-Delaware River,"NJ,PA",9831.48,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3694,Point Sources,,0.0,0.0,020402020305,wikisrat,12,020402020305,12,Swede Run-Delaware River,"NJ,PA",9831.48,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3695,Open Land,341.672835934043,32.1797615042999,0.815449116601583,020402020305,wikisrat,12,020402020305,12,Swede Run-Delaware River,"NJ,PA",9831.48,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3696,Medium-Density Mixed,59708.9784499546,1457.77915026853,122.075488508259,020402020305,wikisrat,12,020402020305,12,Swede Run-Delaware River,"NJ,PA",9831.48,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3697,Wooded Areas,371.408143422162,17.8692623257889,1.01374440801444,020402020305,wikisrat,12,020402020305,12,Swede Run-Delaware River,"NJ,PA",9831.48,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3698,Low-Density Mixed,19739.3772321502,587.957772444005,50.8284027411114,020402020305,wikisrat,12,020402020305,12,Swede Run-Delaware River,"NJ,PA",9831.48,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3699,High-Density Mixed,29918.1804164186,731.831248716884,61.0356614531162,020402020305,wikisrat,12,020402020305,12,Swede Run-Delaware River,"NJ,PA",9831.48,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3700,Hay/Pasture,875.590343870166,26.2156729984138,8.02768352727575,020402020305,wikisrat,12,020402020305,12,Swede Run-Delaware River,"NJ,PA",9831.48,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3701,Farm Animals,,373.200500089846,74.9904260342939,020402020305,wikisrat,12,020402020305,12,Swede Run-Delaware River,"NJ,PA",9831.48,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3702,Cropland,136138.550647627,1080.41542288259,174.674998481884,020402020305,wikisrat,12,020402020305,12,Swede Run-Delaware River,"NJ,PA",9831.48,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3703,Barren Areas,0.918787283528165,1.87601866682845,0.0519369646326672,020402020305,wikisrat,12,020402020305,12,Swede Run-Delaware River,"NJ,PA",9831.48,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3704,Low-Density Open Space,16076.9947265382,480.024867944388,41.2803561323507,020402020305,wikisrat,12,020402020305,12,Swede Run-Delaware River,"NJ,PA",9831.48,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3705,Wetlands,919.859440793609,323.521569429327,14.0497709658869,020402020401,wikisrat,12,020402020401,12,Pennsauken Creek,NJ,22666.35,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3706,Subsurface Flow,,36107.240464029,515.570187860598,020402020401,wikisrat,12,020402020401,12,Pennsauken Creek,NJ,22666.35,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3707,Stream Bank Erosion,11374005.4107488,5686.16007533297,1996.71666684331,020402020401,wikisrat,12,020402020401,12,Pennsauken Creek,NJ,22666.35,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3708,Septic Systems,,6379.24503078981,0.0,020402020401,wikisrat,12,020402020401,12,Pennsauken Creek,NJ,22666.35,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3709,Point Sources,,99967.6416836331,11732.4143156214,020402020401,wikisrat,12,020402020401,12,Pennsauken Creek,NJ,22666.35,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3710,Open Land,875.684962647976,28.2569645678336,1.13503232455985,020402020401,wikisrat,12,020402020401,12,Pennsauken Creek,NJ,22666.35,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3711,Wooded Areas,665.956458688634,41.4979497753846,2.14059741455317,020402020401,wikisrat,12,020402020401,12,Pennsauken Creek,NJ,22666.35,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3712,Medium-Density Mixed,191872.989506924,4728.24682593358,397.601437557688,020402020401,wikisrat,12,020402020401,12,Pennsauken Creek,NJ,22666.35,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3713,Low-Density Mixed,69273.1859540134,2120.77516791809,185.430016090631,020402020401,wikisrat,12,020402020401,12,Pennsauken Creek,NJ,22666.35,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3714,High-Density Mixed,102849.840047599,2505.25622949752,215.959083401399,020402020401,wikisrat,12,020402020401,12,Pennsauken Creek,NJ,22666.35,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3715,Hay/Pasture,236.445429199029,8.51187730908407,2.54170371162831,020402020401,wikisrat,12,020402020401,12,Pennsauken Creek,NJ,22666.35,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3716,Farm Animals,,561.676870603357,110.284124024628,020402020401,wikisrat,12,020402020401,12,Pennsauken Creek,NJ,22666.35,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3717,Cropland,24494.7014868713,515.701945480364,51.346453483829,020402020401,wikisrat,12,020402020401,12,Pennsauken Creek,NJ,22666.35,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3718,Barren Areas,0.671140359053959,0.429911247721034,0.0139280178248755,020402020401,wikisrat,12,020402020401,12,Pennsauken Creek,NJ,22666.35,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3719,Low-Density Open Space,38295.5752714192,1179.42114131854,101.839508292784,020402020401,wikisrat,12,020402020401,12,Pennsauken Creek,NJ,22666.35,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
3720,Wooded Areas,126.680050156619,67.3690780308501,3.19733558756001,020402020402,wikisrat,12,020402020402,12,Tacony Creek-Frankford Creek,PA,20519.2,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
3721,Wetlands,2.35479695421242,14.3958781678996,0.666888666292391,020402020402,wikisrat,12,020402020402,12,Tacony Creek-Frankford Creek,PA,20519.2,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
3722,Subsurface Flow,,389513.844347733,2808.41347233711,020402020402,wikisrat,12,020402020402,12,Tacony Creek-Frankford Creek,PA,20519.2,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
3723,Stream Bank Erosion,6943971.38194104,3238.03596040113,1337.0124178918,020402020402,wikisrat,12,020402020402,12,Tacony Creek-Frankford Creek,PA,20519.2,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
3724,Septic Systems,,8587.07496420874,0.0,020402020402,wikisrat,12,020402020402,12,Tacony Creek-Frankford Creek,PA,20519.2,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
3725,Point Sources,,0.0,0.0,020402020402,wikisrat,12,020402020402,12,Tacony Creek-Frankford Creek,PA,20519.2,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
3726,Open Land,11.4008621403385,3.4279712076663,0.0693586779239591,020402020402,wikisrat,12,020402020402,12,Tacony Creek-Frankford Creek,PA,20519.2,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
3727,Low-Density Open Space,43682.3350221582,1217.54409022707,114.22452488982,020402020402,wikisrat,12,020402020402,12,Tacony Creek-Frankford Creek,PA,20519.2,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
3728,Low-Density Mixed,43212.8491681699,1204.12887561717,113.030883616647,020402020402,wikisrat,12,020402020402,12,Tacony Creek-Frankford Creek,PA,20519.2,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
3729,High-Density Mixed,168616.872646685,4165.31063814215,377.74168778296,020402020402,wikisrat,12,020402020402,12,Tacony Creek-Frankford Creek,PA,20519.2,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
3730,Hay/Pasture,1801.39631580706,19.8741230452549,6.75231479954826,020402020402,wikisrat,12,020402020402,12,Tacony Creek-Frankford Creek,PA,20519.2,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
3731,Farm Animals,,677.392585609744,158.681771301996,020402020402,wikisrat,12,020402020402,12,Tacony Creek-Frankford Creek,PA,20519.2,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
3732,Cropland,308.113497477297,22.7577114951423,2.36994613342657,020402020402,wikisrat,12,020402020402,12,Tacony Creek-Frankford Creek,PA,20519.2,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
3733,Barren Areas,0.423346725719247,0.749348583188638,0.0222993513937832,020402020402,wikisrat,12,020402020402,12,Tacony Creek-Frankford Creek,PA,20519.2,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
3734,Medium-Density Mixed,258323.437183392,6383.0929483914,578.527905648762,020402020402,wikisrat,12,020402020402,12,Tacony Creek-Frankford Creek,PA,20519.2,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
3735,Open Land,500.225319121369,41.827192870261,0.948599796570139,020402020403,wikisrat,12,020402020403,12,Pompeston Creek-Delaware River,"NJ,PA",16980.52,2019_2019,"13739,13781",nhdhr,NASA_NLDAS_2000_2019
