,Source,Sediment,TotalN,TotalP,gwlfe_endpoint,huc_run,huc_run_level,huc,huc_name,huc_states,huc_areaacres,huc_level,land_use_source,stream_layer,weather_source,closest_weather_stations
3398,Open Land,6496.099006778869,127.62066967811506,11.52467434853792,gwlfe,020401060307,12,020401060307,Beaver Creek-Black Creek,PA,11405.13,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3399,Point Sources,0.0,3778.8524235368536,765.2684656642608,gwlfe,020401060307,12,020401060307,Beaver Creek-Black Creek,PA,11405.13,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3400,Septic Systems,0.0,317.44877075999995,0.0,gwlfe,020401060307,12,020401060307,Beaver Creek-Black Creek,PA,11405.13,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3401,Stream Bank Erosion,379249.0,302.0,137.0,gwlfe,020401060307,12,020401060307,Beaver Creek-Black Creek,PA,11405.13,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3402,Subsurface Flow,0.0,9071.30302470124,377.96863504126117,gwlfe,020401060307,12,020401060307,Beaver Creek-Black Creek,PA,11405.13,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3403,Wetlands,27.71372548547358,6.001690423412494,0.35127730468210316,gwlfe,020401060307,12,020401060307,Beaver Creek-Black Creek,PA,11405.13,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3404,Wooded Areas,9564.264265128551,260.75883374647333,25.940625228284283,gwlfe,020401060307,12,020401060307,Beaver Creek-Black Creek,PA,11405.13,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3405,Barren Areas,101.26472224544305,55.42272995870347,1.97971121804243,gwlfe,020401060308,12,020401060308,Nesquehoning Creek,PA,21732.29,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3406,Cropland,13811.389418453484,114.52413316070889,31.224106351226993,gwlfe,020401060308,12,020401060308,Nesquehoning Creek,PA,21732.29,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3407,Farm Animals,0.0,946.7989560438078,281.90340332069104,gwlfe,020401060308,12,020401060308,Nesquehoning Creek,PA,21732.29,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3408,Hay/Pasture,7811.17243427124,45.65944380097825,22.179625723406453,gwlfe,020401060308,12,020401060308,Nesquehoning Creek,PA,21732.29,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3409,High-Density Mixed,7180.00674765837,157.98562055944495,16.230396029909624,gwlfe,020401060308,12,020401060308,Nesquehoning Creek,PA,21732.29,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3410,Low-Density Mixed,4514.680834142767,112.55144474086156,12.085553235571641,gwlfe,020401060308,12,020401060308,Nesquehoning Creek,PA,21732.29,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3411,Low-Density Open Space,7831.265348504238,195.2342283993504,20.96386826627278,gwlfe,020401060308,12,020401060308,Nesquehoning Creek,PA,21732.29,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3412,Medium-Density Mixed,14967.146418831971,329.33031932796064,33.83321525352485,gwlfe,020401060308,12,020401060308,Nesquehoning Creek,PA,21732.29,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3413,Open Land,2392.5912497010468,63.45124993798307,4.492656046315206,gwlfe,020401060308,12,020401060308,Nesquehoning Creek,PA,21732.29,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3414,Point Sources,0.0,1030.7379334075197,147.529704208251,gwlfe,020401060308,12,020401060308,Nesquehoning Creek,PA,21732.29,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3415,Septic Systems,0.0,401.24235491999997,0.0,gwlfe,020401060308,12,020401060308,Nesquehoning Creek,PA,21732.29,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3416,Stream Bank Erosion,946744.0,728.0,333.0,gwlfe,020401060308,12,020401060308,Nesquehoning Creek,PA,21732.29,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3417,Subsurface Flow,0.0,17250.99987660123,700.1876420502853,gwlfe,020401060308,12,020401060308,Nesquehoning Creek,PA,21732.29,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3418,Wetlands,41.29573417772645,20.359212552185216,1.1230339948415173,gwlfe,020401060308,12,020401060308,Nesquehoning Creek,PA,21732.29,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3419,Wooded Areas,14151.258732219952,546.8451573505032,46.42818755341162,gwlfe,020401060308,12,020401060308,Nesquehoning Creek,PA,21732.29,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3420,Barren Areas,16.768810771255097,4.963547816918057,0.18760038648844155,gwlfe,020401060309,12,020401060309,Mahoning Creek,PA,24533.54,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3421,Cropland,1558776.6731008284,12648.188320131714,3389.4348120195054,gwlfe,020401060309,12,020401060309,Mahoning Creek,PA,24533.54,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3422,Farm Animals,0.0,1829.7243954413823,546.500625549077,gwlfe,020401060309,12,020401060309,Mahoning Creek,PA,24533.54,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3423,Hay/Pasture,420829.39915160165,2805.5687965340094,1264.1938306946645,gwlfe,020401060309,12,020401060309,Mahoning Creek,PA,24533.54,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3424,High-Density Mixed,8554.08973558381,185.0529140811198,18.996259640197017,gwlfe,020401060309,12,020401060309,Mahoning Creek,PA,24533.54,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3425,Low-Density Mixed,8068.998055334741,192.74128494502835,20.80446651617973,gwlfe,020401060309,12,020401060309,Mahoning Creek,PA,24533.54,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3426,Low-Density Open Space,20588.186251807005,491.782678053481,53.08295138594151,gwlfe,020401060309,12,020401060309,Mahoning Creek,PA,24533.54,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3427,Medium-Density Mixed,19673.084275964004,425.5931006997005,43.68846111995852,gwlfe,020401060309,12,020401060309,Mahoning Creek,PA,24533.54,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3428,Open Land,2091.3771775993205,30.042113448674222,3.4674700810896404,gwlfe,020401060309,12,020401060309,Mahoning Creek,PA,24533.54,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3429,Point Sources,0.0,2380.8452264909843,472.85905193461446,gwlfe,020401060309,12,020401060309,Mahoning Creek,PA,24533.54,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3430,Septic Systems,0.0,526.9327311600001,0.0,gwlfe,020401060309,12,020401060309,Mahoning Creek,PA,24533.54,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3431,Stream Bank Erosion,3163590.0,2957.0,1143.0,gwlfe,020401060309,12,020401060309,Mahoning Creek,PA,24533.54,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3432,Subsurface Flow,0.0,48009.55919795634,956.4265660686536,gwlfe,020401060309,12,020401060309,Mahoning Creek,PA,24533.54,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3433,Wetlands,179.94934665275684,37.64542615852354,2.2060359356730244,gwlfe,020401060309,12,020401060309,Mahoning Creek,PA,24533.54,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3434,Wooded Areas,15374.767893670516,808.995958838968,61.776777382474314,gwlfe,020401060309,12,020401060309,Mahoning Creek,PA,24533.54,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3435,Barren Areas,31.47942837878292,8.25362056438923,0.317900212173429,gwlfe,020401060310,12,020401060310,Mauch Chunk Creek-Lehigh River,PA,28742.36,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3436,Cropland,42158.81048618768,372.9768605581454,100.46872904335886,gwlfe,020401060310,12,020401060310,Mauch Chunk Creek-Lehigh River,PA,28742.36,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3437,Farm Animals,0.0,335.63860729244493,98.51102940226168,gwlfe,020401060310,12,020401060310,Mauch Chunk Creek-Lehigh River,PA,28742.36,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3438,Hay/Pasture,49254.890067960085,304.7470115633957,143.97109625043436,gwlfe,020401060310,12,020401060310,Mauch Chunk Creek-Lehigh River,PA,28742.36,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3439,High-Density Mixed,8814.6049697073,180.16443942954965,18.444005788573364,gwlfe,020401060310,12,020401060310,Mauch Chunk Creek-Lehigh River,PA,28742.36,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3440,Low-Density Mixed,8068.976046246167,189.93246376037604,20.53897819907302,gwlfe,020401060310,12,020401060310,Mauch Chunk Creek-Lehigh River,PA,28742.36,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3441,Low-Density Open Space,23589.725787402152,555.2693071033909,60.04589193135178,gwlfe,020401060310,12,020401060310,Mauch Chunk Creek-Lehigh River,PA,28742.36,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3442,Medium-Density Mixed,29167.58259386064,596.1652491061651,61.03132971343142,gwlfe,020401060310,12,020401060310,Mauch Chunk Creek-Lehigh River,PA,28742.36,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3443,Open Land,1206.7681941875499,25.100996112324324,2.1979833595463183,gwlfe,020401060310,12,020401060310,Mauch Chunk Creek-Lehigh River,PA,28742.36,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3444,Point Sources,0.0,23392.57309873261,5838.70829359995,gwlfe,020401060310,12,020401060310,Mauch Chunk Creek-Lehigh River,PA,28742.36,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3445,Septic Systems,0.0,755.75367252,0.0,gwlfe,020401060310,12,020401060310,Mauch Chunk Creek-Lehigh River,PA,28742.36,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3446,Stream Bank Erosion,2654373.0,2310.0,979.0,gwlfe,020401060310,12,020401060310,Mauch Chunk Creek-Lehigh River,PA,28742.36,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3447,Subsurface Flow,0.0,22405.605871318403,967.7661897366019,gwlfe,020401060310,12,020401060310,Mauch Chunk Creek-Lehigh River,PA,28742.36,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3448,Wetlands,65.95717262628078,17.141955937709366,0.987411508791565,gwlfe,020401060310,12,020401060310,Mauch Chunk Creek-Lehigh River,PA,28742.36,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3449,Wooded Areas,28979.760023674004,707.443945302688,74.66986938169106,gwlfe,020401060310,12,020401060310,Mauch Chunk Creek-Lehigh River,PA,28742.36,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3450,Barren Areas,28.869154375034796,34.68924844197395,1.1954528396758621,gwlfe,0204010604,10,0204010604,Pohopoco Creek,PA,70998.7,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3451,Cropland,697648.2605981744,8433.252742624869,2056.148354972616,gwlfe,0204010604,10,0204010604,Pohopoco Creek,PA,70998.7,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3452,Farm Animals,0.0,646.8201743817065,182.27292105862188,gwlfe,0204010604,10,0204010604,Pohopoco Creek,PA,70998.7,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3453,Hay/Pasture,809177.1011707761,5206.9040593717355,2554.526836571862,gwlfe,0204010604,10,0204010604,Pohopoco Creek,PA,70998.7,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3454,High-Density Mixed,8455.885933056912,170.16125437906035,17.40689333996488,gwlfe,0204010604,10,0204010604,Pohopoco Creek,PA,70998.7,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3455,Low-Density Mixed,20815.193861584645,470.5736289544509,51.15112244138081,gwlfe,0204010604,10,0204010604,Pohopoco Creek,PA,70998.7,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3456,Low-Density Open Space,90786.04351766594,2052.4198929210643,223.09703473437293,gwlfe,0204010604,10,0204010604,Pohopoco Creek,PA,70998.7,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3457,Medium-Density Mixed,31325.21379746083,630.3701014497009,64.48462760032444,gwlfe,0204010604,10,0204010604,Pohopoco Creek,PA,70998.7,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3458,Open Land,3225.845964254658,165.33341670106358,7.822296372387132,gwlfe,0204010604,10,0204010604,Pohopoco Creek,PA,70998.7,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3459,Point Sources,0.0,118.23976293352956,56.689886338817594,gwlfe,0204010604,10,0204010604,Pohopoco Creek,PA,70998.7,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3460,Septic Systems,0.0,808.9303701599999,0.0,gwlfe,0204010604,10,0204010604,Pohopoco Creek,PA,70998.7,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3461,Stream Bank Erosion,17097836.0,14073.0,6265.0,gwlfe,0204010604,10,0204010604,Pohopoco Creek,PA,70998.7,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3462,Subsurface Flow,0.0,75862.55501837996,2696.4398541721403,gwlfe,0204010604,10,0204010604,Pohopoco Creek,PA,70998.7,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3463,Wetlands,390.4492707758598,158.48729833774624,8.846051271745681,gwlfe,0204010604,10,0204010604,Pohopoco Creek,PA,70998.7,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3464,Wooded Areas,20658.328273353494,2517.6073485665265,159.2043611953022,gwlfe,0204010604,10,0204010604,Pohopoco Creek,PA,70998.7,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3465,Barren Areas,7.277572289161223,3.8127157751328338,0.13698576810361074,gwlfe,020401060401,12,020401060401,Middle Creek,PA,11861.95,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3466,Cropland,140316.8972969584,1353.009927006026,356.9214671179276,gwlfe,020401060401,12,020401060401,Middle Creek,PA,11861.95,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3467,Farm Animals,0.0,97.0004208365578,26.282557631829743,gwlfe,020401060401,12,020401060401,Middle Creek,PA,11861.95,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3468,Hay/Pasture,377239.97022342024,1644.8267676375235,775.5046655334245,gwlfe,020401060401,12,020401060401,Middle Creek,PA,11861.95,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3469,High-Density Mixed,525.4708921355334,10.237278785629846,1.0456678046292447,gwlfe,020401060401,12,020401060401,Middle Creek,PA,11861.95,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3470,Low-Density Mixed,2556.6777811260336,54.86799077247836,6.0057009743057534,gwlfe,020401060401,12,020401060401,Middle Creek,PA,11861.95,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3471,Low-Density Open Space,21106.091140792512,452.9506308949315,49.57874358035695,gwlfe,020401060401,12,020401060401,Middle Creek,PA,11861.95,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3472,Medium-Density Mixed,2530.5571910737535,49.30057941500689,5.0357160065039945,gwlfe,020401060401,12,020401060401,Middle Creek,PA,11861.95,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3473,Open Land,1680.0832228423203,37.807906326709535,3.1138299536957117,gwlfe,020401060401,12,020401060401,Middle Creek,PA,11861.95,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3474,Point Sources,0.0,0.0,0.0,gwlfe,020401060401,12,020401060401,Middle Creek,PA,11861.95,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3475,Septic Systems,0.0,64.45660319999999,0.0,gwlfe,020401060401,12,020401060401,Middle Creek,PA,11861.95,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3476,Stream Bank Erosion,947347.0,775.0,348.0,gwlfe,020401060401,12,020401060401,Middle Creek,PA,11861.95,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3477,Subsurface Flow,0.0,8198.378495747369,367.06708819269045,gwlfe,020401060401,12,020401060401,Middle Creek,PA,11861.95,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3478,Wetlands,118.54684403663892,22.571327869581374,1.3416678099519193,gwlfe,020401060401,12,020401060401,Middle Creek,PA,11861.95,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3479,Wooded Areas,3953.9874565522546,333.0424439064948,22.655134628879487,gwlfe,020401060401,12,020401060401,Middle Creek,PA,11861.95,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3480,Barren Areas,6.716919410594659,4.275375749964091,0.15152966145788851,gwlfe,020401060402,12,020401060402,Headwaters Pohopoco Creek,PA,19958.69,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3481,Cropland,496639.83969131263,4340.345243872017,1164.3793713924729,gwlfe,020401060402,12,020401060402,Headwaters Pohopoco Creek,PA,19958.69,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3482,Farm Animals,0.0,169.76045344487034,45.389418601325005,gwlfe,020401060402,12,020401060402,Headwaters Pohopoco Creek,PA,19958.69,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3483,Hay/Pasture,911617.6641308186,4179.850662286495,1883.2091691589626,gwlfe,020401060402,12,020401060402,Headwaters Pohopoco Creek,PA,19958.69,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3484,High-Density Mixed,5724.14123804096,120.27204524739233,12.32948149091389,gwlfe,020401060402,12,020401060402,Headwaters Pohopoco Creek,PA,19958.69,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3485,Low-Density Mixed,10644.415683477355,242.1236251277322,26.297685937879972,gwlfe,020401060402,12,020401060402,Headwaters Pohopoco Creek,PA,19958.69,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3486,Low-Density Open Space,43535.317251221815,990.2778271158397,107.55668834464254,gwlfe,020401060402,12,020401060402,Headwaters Pohopoco Creek,PA,19958.69,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3487,Medium-Density Mixed,15744.755546517368,330.81887269223915,33.913326736184324,gwlfe,020401060402,12,020401060402,Headwaters Pohopoco Creek,PA,19958.69,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3488,Open Land,2071.1158168482657,45.823072083726565,3.7920977594721847,gwlfe,020401060402,12,020401060402,Headwaters Pohopoco Creek,PA,19958.69,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3489,Point Sources,0.0,21.45995697355839,48.3899029799856,gwlfe,020401060402,12,020401060402,Headwaters Pohopoco Creek,PA,19958.69,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3490,Septic Systems,0.0,414.1336755599998,0.0,gwlfe,020401060402,12,020401060402,Headwaters Pohopoco Creek,PA,19958.69,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3491,Stream Bank Erosion,3121144.0,2692.0,1137.0,gwlfe,020401060402,12,020401060402,Headwaters Pohopoco Creek,PA,19958.69,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3492,Subsurface Flow,0.0,26991.124279416228,654.1998333477134,gwlfe,020401060402,12,020401060402,Headwaters Pohopoco Creek,PA,19958.69,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3493,Wetlands,446.5458157831659,113.4623260145007,6.541438935205611,gwlfe,020401060402,12,020401060402,Headwaters Pohopoco Creek,PA,19958.69,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3494,Wooded Areas,5449.66014962139,633.0410433298102,40.27104606042986,gwlfe,020401060402,12,020401060402,Headwaters Pohopoco Creek,PA,19958.69,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3495,Barren Areas,7.1802777381220615,6.292792749434853,0.21952591397055948,gwlfe,020401060403,12,020401060403,Wild Creek,PA,14933.7,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3496,Cropland,20848.313510267777,201.33414224434276,53.40246469764074,gwlfe,020401060403,12,020401060403,Wild Creek,PA,14933.7,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3497,Farm Animals,0.0,139.38217875861466,40.364547788701046,gwlfe,020401060403,12,020401060403,Wild Creek,PA,14933.7,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3498,Hay/Pasture,22545.1282045669,163.01441310992416,82.56509314104528,gwlfe,020401060403,12,020401060403,Wild Creek,PA,14933.7,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3499,High-Density Mixed,14.802790400961081,0.258073880456786,0.026205490032480887,gwlfe,020401060403,12,020401060403,Wild Creek,PA,14933.7,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3500,Low-Density Mixed,338.1361939665528,7.045599902958538,0.7743463716044713,gwlfe,020401060403,12,020401060403,Wild Creek,PA,14933.7,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3501,Low-Density Open Space,4651.097851703195,96.9129456039603,10.651213356355381,gwlfe,020401060403,12,020401060403,Wild Creek,PA,14933.7,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3502,Medium-Density Mixed,444.0837120288325,7.74221641370358,0.7861647009744265,gwlfe,020401060403,12,020401060403,Wild Creek,PA,14933.7,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3503,Open Land,900.7463154889739,36.94802641809522,2.0018888490753217,gwlfe,020401060403,12,020401060403,Wild Creek,PA,14933.7,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3504,Point Sources,0.0,0.0,0.0,gwlfe,020401060403,12,020401060403,Wild Creek,PA,14933.7,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3505,Septic Systems,0.0,11.279905559999998,0.0,gwlfe,020401060403,12,020401060403,Wild Creek,PA,14933.7,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3506,Stream Bank Erosion,410442.0,323.0,150.0,gwlfe,020401060403,12,020401060403,Wild Creek,PA,14933.7,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3507,Subsurface Flow,0.0,13301.791819612177,542.8282470349708,gwlfe,020401060403,12,020401060403,Wild Creek,PA,14933.7,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3508,Wetlands,39.28808784550352,18.336030550298005,1.0161056566264688,gwlfe,020401060403,12,020401060403,Wild Creek,PA,14933.7,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3509,Wooded Areas,6759.406265957874,368.5105429124687,28.17854609267964,gwlfe,020401060403,12,020401060403,Wild Creek,PA,14933.7,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3510,Barren Areas,47.246966493031934,18.602406351293066,0.6845784208118004,gwlfe,020401060404,12,020401060404,Beltzville Lake-Pohopoco Creek,PA,24244.36,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3511,Cropland,365795.8236642689,3684.9535357770965,962.4294394824357,gwlfe,020401060404,12,020401060404,Beltzville Lake-Pohopoco Creek,PA,24244.36,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3512,Farm Animals,0.0,225.86503826624391,65.8498687880167,gwlfe,020401060404,12,020401060404,Beltzville Lake-Pohopoco Creek,PA,24244.36,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3513,Hay/Pasture,209209.22753272986,1678.6010401018243,850.8050010074693,gwlfe,020401060404,12,020401060404,Beltzville Lake-Pohopoco Creek,PA,24244.36,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3514,High-Density Mixed,2172.5265478044616,41.43300857060278,4.226617955182076,gwlfe,020401060404,12,020401060404,Beltzville Lake-Pohopoco Creek,PA,24244.36,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3515,Low-Density Mixed,7453.479756251138,175.86197467236977,19.0117330440161,gwlfe,020401060404,12,020401060404,Beltzville Lake-Pohopoco Creek,PA,24244.36,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3516,Low-Density Open Space,21310.44008873293,502.8115991055936,54.35694618714118,gwlfe,020401060404,12,020401060404,Beltzville Lake-Pohopoco Creek,PA,24244.36,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3517,Medium-Density Mixed,12793.767448181829,243.9943838046608,24.89008351385,gwlfe,020401060404,12,020401060404,Beltzville Lake-Pohopoco Creek,PA,24244.36,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3518,Open Land,1562.7881779061508,54.64221050320258,3.29336067956824,gwlfe,020401060404,12,020401060404,Beltzville Lake-Pohopoco Creek,PA,24244.36,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3519,Point Sources,0.0,96.7798059599712,8.299983358832,gwlfe,020401060404,12,020401060404,Beltzville Lake-Pohopoco Creek,PA,24244.36,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3520,Septic Systems,0.0,319.06018584,0.0,gwlfe,020401060404,12,020401060404,Beltzville Lake-Pohopoco Creek,PA,24244.36,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3521,Stream Bank Erosion,2429744.0,1956.0,894.0,gwlfe,020401060404,12,020401060404,Beltzville Lake-Pohopoco Creek,PA,24244.36,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3522,Subsurface Flow,0.0,17703.851028661644,744.351361332186,gwlfe,020401060404,12,020401060404,Beltzville Lake-Pohopoco Creek,PA,24244.36,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3523,Wetlands,17.517504479262506,4.94044613594492,0.28284837906022964,gwlfe,020401060404,12,020401060404,Beltzville Lake-Pohopoco Creek,PA,24244.36,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
3524,Wooded Areas,13885.38888775566,898.11350795613,65.36146863716742,gwlfe,020401060404,12,020401060404,Beltzville Lake-Pohopoco Creek,PA,24244.36,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
