,Source,Unit,Sediment,TotalN,TotalP,gwlfe_endpoint,huc_run,huc_run_level,huc,huc_name,huc_states,huc_areaacres,huc_level,land_use_source,stream_layer,weather_source,closest_weather_stations
1196,Loading Rates,kg/ha,1436.3529798971092,17.88199995597693,2.036137908694168,gwlfe,020402020401,12,020402020401,Pennsauken Creek,NJ,22666.35,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,93730"
1197,Mean Annual Concentration,mg/l,223.88917679791274,2.7873275620110993,0.31737967380219895,gwlfe,020402020401,12,020402020401,Pennsauken Creek,NJ,22666.35,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,93730"
1198,Mean Low-Flow Concentration,mg/l,336.47606539501805,6.494497845249404,0.8775775705351286,gwlfe,020402020401,12,020402020401,Pennsauken Creek,NJ,22666.35,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,93730"
1199,Total Loads,kg,13077419.340771219,162808.45679918752,18538.22120349692,gwlfe,020402020401,12,020402020401,Pennsauken Creek,NJ,22666.35,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,93730"
1200,Loading Rates,kg/ha,959.2654092962271,50.35472271859977,0.7577999612089071,gwlfe,020402020402,12,020402020402,Tacony Creek-Frankford Creek,PA,20519.2,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1201,Mean Annual Concentration,mg/l,96.22025205079905,5.0508900508425985,0.07601202187109196,gwlfe,020402020402,12,020402020402,Tacony Creek-Frankford Creek,PA,20519.2,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1202,Mean Low-Flow Concentration,mg/l,94.60493240220428,5.892448330691539,0.10825140967063017,gwlfe,020402020402,12,020402020402,Tacony Creek-Frankford Creek,PA,20519.2,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1203,Total Loads,kg,7962286.603322403,417964.34045346547,6290.042798018412,gwlfe,020402020402,12,020402020402,Tacony Creek-Frankford Creek,PA,20519.2,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1204,Loading Rates,kg/ha,717.3909336544642,37.686925951435846,1.1333555520227807,gwlfe,020402020403,12,020402020403,Pompeston Creek-Delaware River,"NJ,PA",16980.52,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1205,Mean Annual Concentration,mg/l,101.98262160646385,5.357485477600567,0.16111518139591552,gwlfe,020402020403,12,020402020403,Pompeston Creek-Delaware River,"NJ,PA",16980.52,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1206,Mean Low-Flow Concentration,mg/l,122.36511038395321,6.303159675504287,0.33592878061884546,gwlfe,020402020403,12,020402020403,Pompeston Creek-Delaware River,"NJ,PA",16980.52,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1207,Total Loads,kg,4428812.928915835,232660.23736118918,6996.7705004126365,gwlfe,020402020403,12,020402020403,Pompeston Creek-Delaware River,"NJ,PA",16980.52,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1208,Loading Rates,kg/ha,1136.3403098387632,10.312044625916228,0.4220595135797172,gwlfe,020402020404,12,020402020404,Cooper River,NJ,26030.17,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,93730"
1209,Mean Annual Concentration,mg/l,216.6736351836765,1.9662667740710518,0.08047692075989758,gwlfe,020402020404,12,020402020404,Cooper River,NJ,26030.17,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,93730"
1210,Mean Low-Flow Concentration,mg/l,360.93315317319974,3.017139923159072,0.27156809658135844,gwlfe,020402020404,12,020402020404,Cooper River,NJ,26030.17,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,93730"
1211,Total Loads,kg,11808621.23178246,107160.70534359626,4385.958053217706,gwlfe,020402020404,12,020402020404,Cooper River,NJ,26030.17,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,93730"
1212,Loading Rates,kg/ha,2043.7477844996338,625.2760795705187,24.185890606961763,gwlfe,020402020405,12,020402020405,Petty Island-Delaware River,"NJ,PA",29156.51,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1213,Mean Annual Concentration,mg/l,51.04202377936555,15.616093514161603,0.6040357880010694,gwlfe,020402020405,12,020402020405,Petty Island-Delaware River,"NJ,PA",29156.51,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1214,Mean Low-Flow Concentration,mg/l,49.79811556024793,16.261361411807055,0.6479570927687404,gwlfe,020402020405,12,020402020405,Petty Island-Delaware River,"NJ,PA",29156.51,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1215,Total Loads,kg,21567261.620267738,6598413.41249177,255228.8663971461,gwlfe,020402020405,12,020402020405,Petty Island-Delaware River,"NJ,PA",29156.51,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1216,Loading Rates,kg/ha,5222.642756550328,133.1025053912798,5.04286509952335,gwlfe,0204020205,10,0204020205,Darby Creek-Delaware River,"NJ,PA",146773.68,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1217,Mean Annual Concentration,mg/l,516.1826882485929,13.15525726114856,0.49841426742853395,gwlfe,0204020205,10,0204020205,Darby Creek-Delaware River,"NJ,PA",146773.68,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1218,Mean Low-Flow Concentration,mg/l,603.1023350412939,18.379116643558152,0.7143453495021049,gwlfe,0204020205,10,0204020205,Darby Creek-Delaware River,"NJ,PA",146773.68,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1219,Total Loads,kg,295691409.47616124,7535891.168239167,285512.90191273345,gwlfe,0204020205,10,0204020205,Darby Creek-Delaware River,"NJ,PA",146773.68,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1220,Loading Rates,kg/ha,674.7636292621008,7.255637863218036,0.2973932718659783,gwlfe,020402020501,12,020402020501,North Branch Big Timber Creek,NJ,12472.16,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,93730"
1221,Mean Annual Concentration,mg/l,141.51359139964597,1.5216756318684228,0.06237027032098463,gwlfe,020402020501,12,020402020501,North Branch Big Timber Creek,NJ,12472.16,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,93730"
1222,Mean Low-Flow Concentration,mg/l,224.9699052667352,2.424474102017139,0.18810306380114597,gwlfe,020402020501,12,020402020501,North Branch Big Timber Creek,NJ,12472.16,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,93730"
1223,Total Loads,kg,3390349.8552274257,36455.95244373902,1494.2524944906081,gwlfe,020402020501,12,020402020501,North Branch Big Timber Creek,NJ,12472.16,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,93730"
1224,Loading Rates,kg/ha,893.6739754792164,6.5775731598189475,0.35994551438135497,gwlfe,020402020502,12,020402020502,South Branch Big Timber Creek,NJ,16525.03,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1225,Mean Annual Concentration,mg/l,177.34746928056882,1.3053037079614653,0.071430328963306,gwlfe,020402020502,12,020402020502,South Branch Big Timber Creek,NJ,16525.03,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1226,Mean Low-Flow Concentration,mg/l,229.20382911983432,1.7214944665379797,0.18260129707033051,gwlfe,020402020502,12,020402020502,South Branch Big Timber Creek,NJ,16525.03,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1227,Total Loads,kg,5912010.817385208,43513.27748146626,2381.1835558384155,gwlfe,020402020502,12,020402020502,South Branch Big Timber Creek,NJ,16525.03,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1228,Loading Rates,kg/ha,1198.1745312392113,131.3743959016243,10.806383347414302,gwlfe,020402020503,12,020402020503,Big Timber Creek,NJ,11934.93,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1229,Mean Annual Concentration,mg/l,125.38844448779535,13.748273492837018,1.1308833255449777,gwlfe,020402020503,12,020402020503,Big Timber Creek,NJ,11934.93,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1230,Mean Low-Flow Concentration,mg/l,140.63750108745896,19.924001399455545,1.6921045910795962,gwlfe,020402020503,12,020402020503,Big Timber Creek,NJ,11934.93,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1231,Total Loads,kg,5652508.168574104,619771.8501055029,50980.19407976171,gwlfe,020402020503,12,020402020503,Big Timber Creek,NJ,11934.93,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1232,Loading Rates,kg/ha,703.2691157496262,12.706589529303631,0.3809098350247588,gwlfe,020402020504,12,020402020504,Cobbs Creek,PA,14241.01,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1233,Mean Annual Concentration,mg/l,121.92234722014379,2.2028796457587427,0.0660364860697084,gwlfe,020402020504,12,020402020504,Cobbs Creek,PA,14241.01,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1234,Mean Low-Flow Concentration,mg/l,134.03344390673115,2.2402567518839134,0.18391652441772677,gwlfe,020402020504,12,020402020504,Cobbs Creek,PA,14241.01,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1235,Total Loads,kg,4052306.9718609215,73216.63952680046,2194.840560396163,gwlfe,020402020504,12,020402020504,Cobbs Creek,PA,14241.01,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1236,Loading Rates,kg/ha,1439.963408514602,8.675723484667492,0.6469493516801077,gwlfe,020402020505,12,020402020505,Darby Creek,PA,34552.16,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1237,Mean Annual Concentration,mg/l,285.1413510011081,1.7179655404452203,0.12810881934677043,gwlfe,020402020505,12,020402020505,Darby Creek,PA,34552.16,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1238,Mean Low-Flow Concentration,mg/l,368.1094048141242,1.956461333133924,0.30293850156028956,gwlfe,020402020505,12,020402020505,Darby Creek,PA,34552.16,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1239,Total Loads,kg,19886614.65329091,119816.07918500039,8934.694021378127,gwlfe,020402020505,12,020402020505,Darby Creek,PA,34552.16,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1240,Loading Rates,kg/ha,1508.5106183323687,54.24022035725545,5.516332985010323,gwlfe,020402020506,12,020402020506,Manuta Creek,NJ,32127.49,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1241,Mean Annual Concentration,mg/l,213.3428686999083,7.670986249155091,0.7801538082821318,gwlfe,020402020506,12,020402020506,Manuta Creek,NJ,32127.49,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1242,Mean Low-Flow Concentration,mg/l,286.90241288349813,11.851544571730447,1.3564305393610752,gwlfe,020402020506,12,020402020506,Manuta Creek,NJ,32127.49,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1243,Total Loads,kg,19389942.93485877,697187.5204060544,70905.2892894272,gwlfe,020402020506,12,020402020506,Manuta Creek,NJ,32127.49,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1244,Loading Rates,kg/ha,4325.442962370993,745.9844402181976,14.263213843012231,gwlfe,020402020507,12,020402020507,Woodbury Creek-Delaware River,"NJ,PA",24920.9,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1245,Mean Annual Concentration,mg/l,142.9406073447254,24.6521500531021,0.4713488230325198,gwlfe,020402020507,12,020402020507,Woodbury Creek-Delaware River,"NJ,PA",24920.9,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1246,Mean Low-Flow Concentration,mg/l,143.26720876523964,26.270216329317865,0.5056134840954072,gwlfe,020402020507,12,020402020507,Woodbury Creek-Delaware River,"NJ,PA",24920.9,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1247,Total Loads,kg,33884655.07862188,5843892.907781316,111735.1646033892,gwlfe,020402020507,12,020402020507,Woodbury Creek-Delaware River,"NJ,PA",24920.9,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1248,Loading Rates,kg/ha,3944.4333247425893,26.847008305332132,6.244325313430711,gwlfe,0204020206,10,0204020206,Raccoon Creek-Delaware River,"DE,NJ,PA",192183.82,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1249,Mean Annual Concentration,mg/l,544.9263793571856,3.708934041457438,0.8626581575690033,gwlfe,0204020206,10,0204020206,Raccoon Creek-Delaware River,"DE,NJ,PA",192183.82,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1250,Mean Low-Flow Concentration,mg/l,714.0889293431907,4.79409844672596,1.4914726674242094,gwlfe,0204020206,10,0204020206,Raccoon Creek-Delaware River,"DE,NJ,PA",192183.82,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1251,Total Loads,kg,294561997.38179463,2004878.2015247627,466313.1013238473,gwlfe,0204020206,10,0204020206,Raccoon Creek-Delaware River,"DE,NJ,PA",192183.82,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1252,Loading Rates,kg/ha,1013.431821468966,7.830363309899925,0.47868075626669737,gwlfe,020402020601,12,020402020601,Crum Creek,PA,24609.16,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1253,Mean Annual Concentration,mg/l,186.8688947066859,1.443857698046039,0.08826498432944407,gwlfe,020402020601,12,020402020601,Crum Creek,PA,24609.16,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1254,Mean Low-Flow Concentration,mg/l,248.19024867139848,1.9894785999351425,0.21452755556807343,gwlfe,020402020601,12,020402020601,Crum Creek,PA,24609.16,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1255,Total Loads,kg,9938117.814053265,76787.6747622026,4694.13496825374,gwlfe,020402020601,12,020402020601,Crum Creek,PA,24609.16,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1256,Loading Rates,kg/ha,924.6386989071729,15.55785045263574,1.3728975353539419,gwlfe,020402020602,12,020402020602,Ridley Creek,PA,24193.07,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1257,Mean Annual Concentration,mg/l,178.94269023921302,3.0108664255826136,0.2656929443785729,gwlfe,020402020602,12,020402020602,Ridley Creek,PA,24193.07,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1258,Mean Low-Flow Concentration,mg/l,284.0303480642158,5.163024743444409,0.6898413083486749,gwlfe,020402020602,12,020402020602,Ridley Creek,PA,24193.07,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1259,Total Loads,kg,9043058.939182041,152157.3332118228,13427.075185515087,gwlfe,020402020602,12,020402020602,Ridley Creek,PA,24193.07,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1260,Loading Rates,kg/ha,509.6724258831089,12.755529567945889,1.8539112390719363,gwlfe,020402020603,12,020402020603,East Branch Chester Creek,PA,7452.85,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1261,Mean Annual Concentration,mg/l,91.02388508234134,2.2780472291498794,0.33109541542443005,gwlfe,020402020603,12,020402020603,East Branch Chester Creek,PA,7452.85,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1262,Mean Low-Flow Concentration,mg/l,119.15356328907798,3.0175871000950365,0.7628942206367497,gwlfe,020402020603,12,020402020603,East Branch Chester Creek,PA,7452.85,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1263,Total Loads,kg,1521015.4205629618,38066.32688962092,5532.62731076238,gwlfe,020402020603,12,020402020603,East Branch Chester Creek,PA,7452.85,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1264,Loading Rates,kg/ha,811.7530264712408,4.509992649902052,0.8050065151101995,gwlfe,020402020604,12,020402020604,West Branch Chester Creek,PA,12227.75,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1265,Mean Annual Concentration,mg/l,159.8995641207015,0.8883808687992059,0.15857063254818204,gwlfe,020402020604,12,020402020604,West Branch Chester Creek,PA,12227.75,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1266,Mean Low-Flow Concentration,mg/l,271.3130081654044,1.5485665137519686,0.40724744245863853,gwlfe,020402020604,12,020402020604,West Branch Chester Creek,PA,12227.75,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1267,Total Loads,kg,4011683.456820872,22288.38367581594,3978.342197674606,gwlfe,020402020604,12,020402020604,West Branch Chester Creek,PA,12227.75,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1268,Loading Rates,kg/ha,1227.7225330308875,13.437720124011497,2.291941911318627,gwlfe,020402020605,12,020402020605,Chester Creek,PA,22794.55,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1269,Mean Annual Concentration,mg/l,179.236087400448,1.9617823358378397,0.33460223273715894,gwlfe,020402020605,12,020402020605,Chester Creek,PA,22794.55,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1270,Mean Low-Flow Concentration,mg/l,239.47412202891618,2.5462205684231525,0.6239829609521925,gwlfe,020402020605,12,020402020605,Chester Creek,PA,22794.55,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1271,Total Loads,kg,11316532.448212205,123862.18524307598,21125.974567579444,gwlfe,020402020605,12,020402020605,Chester Creek,PA,22794.55,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1272,Loading Rates,kg/ha,872.9098668185483,18.339995337054624,0.8681712911740795,gwlfe,020402020606,12,020402020606,Raccoon Creek,NJ,29214.52,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1273,Mean Annual Concentration,mg/l,167.57675415000844,3.5208181354521937,0.16666706672868456,gwlfe,020402020606,12,020402020606,Raccoon Creek,NJ,29214.52,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1274,Mean Low-Flow Concentration,mg/l,401.7777521320391,4.04429417441575,0.468122293465275,gwlfe,020402020606,12,020402020606,Raccoon Creek,NJ,29214.52,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1275,Total Loads,kg,10135181.881656801,212942.01785947385,10080.163227564004,gwlfe,020402020606,12,020402020606,Raccoon Creek,NJ,29214.52,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1276,Loading Rates,kg/ha,2599.268653603186,88.02171668331306,31.881431570878842,gwlfe,020402020607,12,020402020607,Repaupo Creek-Delaware River,"DE,NJ,PA",32382.7,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1277,Mean Annual Concentration,mg/l,178.75766494783986,6.053455273735416,2.192559147321861,gwlfe,020402020607,12,020402020607,Repaupo Creek-Delaware River,"DE,NJ,PA",32382.7,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1278,Mean Low-Flow Concentration,mg/l,181.27834591623218,6.7366850642977285,2.683983986656201,gwlfe,020402020607,12,020402020607,Repaupo Creek-Delaware River,"DE,NJ,PA",32382.7,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1279,Total Loads,kg,28718539.573065523,972525.5411189211,352248.3729971691,gwlfe,020402020607,12,020402020607,Repaupo Creek-Delaware River,"DE,NJ,PA",32382.7,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1280,Loading Rates,kg/ha,1437.2299901965134,19.116752274287343,1.08073164467286,gwlfe,020402020608,12,020402020608,Oldmans Creek-Delaware River,"DE,NJ,PA",39309.22,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1281,Mean Annual Concentration,mg/l,246.19006042753227,3.274600745661773,0.1851237385267604,gwlfe,020402020608,12,020402020608,Oldmans Creek-Delaware River,"DE,NJ,PA",39309.22,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1282,Mean Low-Flow Concentration,mg/l,352.144553339533,3.500384831095935,0.3554999415710478,gwlfe,020402020608,12,020402020608,Oldmans Creek-Delaware River,"DE,NJ,PA",39309.22,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1283,Total Loads,kg,21972803.259121355,292262.6437949872,16522.549603252086,gwlfe,020402020608,12,020402020608,Oldmans Creek-Delaware River,"DE,NJ,PA",39309.22,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"13739,13781"
1284,Loading Rates,kg/ha,452.22874893855123,12.35489387843014,0.9652444297135016,gwlfe,0204020301,10,0204020301,Little Schuylkill River,PA,87609.77,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
1285,Mean Annual Concentration,mg/l,70.31094533280898,1.920895719517811,0.1500728303755102,gwlfe,0204020301,10,0204020301,Little Schuylkill River,PA,87609.77,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
1286,Mean Low-Flow Concentration,mg/l,87.62339795150766,2.4595378784214312,0.253956523590737,gwlfe,0204020301,10,0204020301,Little Schuylkill River,PA,87609.77,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
1287,Total Loads,kg,15877389.592233386,433770.44015657954,33888.95973169727,gwlfe,0204020301,10,0204020301,Little Schuylkill River,PA,87609.77,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
1288,Loading Rates,kg/ha,325.42304729063227,9.170596445921431,0.5998855625198343,gwlfe,020402030101,12,020402030101,Headwaters Little Schuylkill River,PA,28351.06,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
1289,Mean Annual Concentration,mg/l,51.41663072935283,1.4489482996167344,0.09478153039482126,gwlfe,020402030101,12,020402030101,Headwaters Little Schuylkill River,PA,28351.06,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
1290,Mean Low-Flow Concentration,mg/l,64.03433715929147,1.7929292555035645,0.15340901799585863,gwlfe,020402030101,12,020402030101,Headwaters Little Schuylkill River,PA,28351.06,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
1291,Total Loads,kg,3669079.773592421,103396.64080847497,6763.5897402986275,gwlfe,020402030101,12,020402030101,Headwaters Little Schuylkill River,PA,28351.06,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
1292,Loading Rates,kg/ha,351.37662902026557,14.52939505513103,1.375803248972401,gwlfe,020402030102,12,020402030102,Upper Little Schuylkill River,PA,37324.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
1293,Mean Annual Concentration,mg/l,53.166437124539705,2.1984278544936173,0.20817137763596077,gwlfe,020402030102,12,020402030102,Upper Little Schuylkill River,PA,37324.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
1294,Mean Low-Flow Concentration,mg/l,64.01366778177676,3.015192921294073,0.36303962401233497,gwlfe,020402030102,12,020402030102,Upper Little Schuylkill River,PA,37324.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
1295,Total Loads,kg,5269560.167754021,217895.88470229454,20632.7837445142,gwlfe,020402030102,12,020402030102,Upper Little Schuylkill River,PA,37324.28,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
1296,Loading Rates,kg/ha,323.7480742222004,12.318491101508041,0.7835646713834928,gwlfe,020402030103,12,020402030103,Lower Little Schuylkill River,PA,21934.44,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
1297,Mean Annual Concentration,mg/l,52.11443285959989,1.9829343509870911,0.1261321123100886,gwlfe,020402030103,12,020402030103,Lower Little Schuylkill River,PA,21934.44,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
1298,Mean Low-Flow Concentration,mg/l,64.93294802429344,2.2066783225661806,0.18468811711974595,gwlfe,020402030103,12,020402030103,Lower Little Schuylkill River,PA,21934.44,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
1299,Total Loads,kg,2861058.8563238513,108862.201411357,6924.59607041734,gwlfe,020402030103,12,020402030103,Lower Little Schuylkill River,PA,21934.44,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
1300,Loading Rates,kg/ha,569.8779236041236,10.524458978112206,0.7218355277473617,gwlfe,0204020302,10,0204020302,Upper Schuylkill River,PA,131370.79,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
1301,Mean Annual Concentration,mg/l,88.74449284817022,1.6389260503496037,0.11240815826764797,gwlfe,0204020302,10,0204020302,Upper Schuylkill River,PA,131370.79,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
1302,Mean Low-Flow Concentration,mg/l,111.25673270491143,2.0794248343363884,0.19211195746105342,gwlfe,0204020302,10,0204020302,Upper Schuylkill River,PA,131370.79,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
1303,Total Loads,kg,29990224.644213524,553857.0208444395,37987.09993257433,gwlfe,0204020302,10,0204020302,Upper Schuylkill River,PA,131370.79,10,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
1304,Loading Rates,kg/ha,144.18362098003695,6.932587130357753,0.616327262204175,gwlfe,020402030201,12,020402030201,Eisenhuth Reservoir-Mill Creek,PA,16314.08,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
1305,Mean Annual Concentration,mg/l,21.571273601117433,1.037182536657461,0.09220855954695899,gwlfe,020402030201,12,020402030201,Eisenhuth Reservoir-Mill Creek,PA,16314.08,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
1306,Mean Low-Flow Concentration,mg/l,24.848145934134052,1.7747857097528073,0.1727293154119865,gwlfe,020402030201,12,020402030201,Eisenhuth Reservoir-Mill Creek,PA,16314.08,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
1307,Total Loads,kg,935809.3736088318,44995.263510873956,4000.210462609977,gwlfe,020402030201,12,020402030201,Eisenhuth Reservoir-Mill Creek,PA,16314.08,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14737,14777"
1308,Loading Rates,kg/ha,85.88929984861781,2.8790358344870692,0.40979201538936383,gwlfe,020402030202,12,020402030202,West West Branch Schuylkill River,PA,11959.83,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14751,14778"
1309,Mean Annual Concentration,mg/l,16.101440314113095,0.5397252478817631,0.07682262736594121,gwlfe,020402030202,12,020402030202,West West Branch Schuylkill River,PA,11959.83,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14751,14778"
1310,Mean Low-Flow Concentration,mg/l,21.410576171345564,0.9410839392265254,0.19203240196427354,gwlfe,020402030202,12,020402030202,West West Branch Schuylkill River,PA,11959.83,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14751,14778"
1311,Total Loads,kg,413067.4097619576,13846.14703879866,1970.8127396120672,gwlfe,020402030202,12,020402030202,West West Branch Schuylkill River,PA,11959.83,12,2019_2019,nhdhr,NASA_NLDAS_2000_2019,"14751,14778"
