,Source,Sediment,TotalN,TotalP,huc,land_use_source,stream_layer,weather_source
3386,Stream Bank Erosion,2595853.0,1498.0,795.0,020402010302,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3387,Subsurface Flow,0.0,15840.662502561347,337.63764831095887,020402010302,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3388,Wetlands,237.47972381304166,38.58976363251245,2.2932783385114806,020402010302,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3389,Wooded Areas,1821.9261705225238,130.73039184868725,8.892417830326794,020402010302,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3390,Barren Areas,4.465510399343987,3.2197588882903774,0.11225424442305881,020402010303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3391,Cropland,553736.8471246836,2629.525042195686,887.5848157045983,020402010303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3392,Farm Animals,0.0,2565.4241218326783,616.6264390582609,020402010303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3393,Hay/Pasture,35259.240299557954,713.622701486297,347.27977519849287,020402010303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3394,High-Density Mixed,62341.963266445884,1293.5651875336061,132.51901170137126,020402010303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3395,Low-Density Mixed,85171.18269544533,2278.595479284026,242.6072222001933,020402010303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3396,Low-Density Open Space,77207.12405379329,2065.532005896429,219.92187155290247,020402010303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3397,Medium-Density Mixed,186116.15705608999,3861.8190539866273,395.62323517657046,020402010303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3398,Open Land,1021.7728453760482,30.876857700963885,1.7666483168025928,020402010303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3399,Point Sources,0.0,8151.663656207667,14.079971770163196,020402010303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3400,Septic Systems,0.0,5162.01809508,0.0,020402010303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3401,Stream Bank Erosion,14081139.0,5503.0,4069.0,020402010303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3402,Subsurface Flow,0.0,75954.89917089301,1115.6996331034843,020402010303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3403,Wetlands,838.8354561071501,216.9092308572648,12.31686051191639,020402010303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3404,Wooded Areas,3369.7854396052917,303.96228218817566,19.615862529110807,020402010303,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3405,Barren Areas,3.453488182534037,2.4574153491186936,0.08440961739177184,020402010401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3406,Cropland,1026384.6334984917,8710.149367785969,1524.5113912599163,020402010401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3407,Farm Animals,0.0,443.8214145823074,115.63758680526026,020402010401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3408,Hay/Pasture,1928.782111564972,47.76283005757555,17.27972890236183,020402010401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3409,High-Density Mixed,8953.09787463493,184.46019844835837,18.886064609965583,020402010401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3410,Low-Density Mixed,9397.521166976525,238.67916918616794,25.56402680184107,020402010401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3411,Low-Density Open Space,14111.526044845958,358.40592987101894,38.38750917561211,020402010401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3412,Medium-Density Mixed,28048.18737961512,577.8753100441795,59.16609942851007,020402010401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3413,Open Land,669.5439632372867,19.377313579509206,0.8890163045035987,020402010401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3414,Point Sources,0.0,68481.1326977929,5948.588073294944,020402010401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3415,Septic Systems,0.0,810.6964549199997,0.0,020402010401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3416,Stream Bank Erosion,3007484.0,1483.0,593.0,020402010401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3417,Subsurface Flow,0.0,17346.105014328514,402.33613270545055,020402010401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3418,Wetlands,1652.5496907355077,206.85288359549443,12.018377290187729,020402010401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3419,Wooded Areas,1665.3753226676527,55.88847356903086,4.081662825003351,020402010401,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3420,Barren Areas,4.5937573271448455,2.9125386700077924,0.09999332750049245,020402010402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3421,Cropland,583996.9200829763,7422.742805386502,1022.6576680318447,020402010402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3422,Farm Animals,0.0,236.88329234140662,61.56592523352366,020402010402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3423,Hay/Pasture,1040.2953929225894,55.844576980691734,18.215464968252864,020402010402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3424,High-Density Mixed,4000.2023089354316,75.18028919971347,7.660658430915434,020402010402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3425,Low-Density Mixed,7961.770158682022,205.95735792388112,22.011886220227716,020402010402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3426,Low-Density Open Space,10085.863516363977,260.90401516376545,27.884361860516282,020402010402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3427,Medium-Density Mixed,27556.94923933297,517.9086589313595,52.77342474630632,020402010402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3428,Open Land,863.2392825178677,24.008123449128433,1.0530761864420652,020402010402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3429,Point Sources,0.0,483.9190297597567,41.4799168342592,020402010402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3430,Septic Systems,0.0,759.7292907600001,0.0,020402010402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3431,Stream Bank Erosion,1358695.0,777.0,241.0,020402010402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3432,Subsurface Flow,0.0,8130.30544926261,195.99627613724462,020402010402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3433,Wetlands,1190.2601680925457,249.7839407374567,13.84764922499888,020402010402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3434,Wooded Areas,841.4505431610861,40.738632545127444,2.6397973136081783,020402010402,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3435,Barren Areas,6.124011755664215,6.270136005212498,0.2141883981125848,020402010403,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3436,Cropland,96474.29352875825,445.2414620774291,115.01347120144816,020402010403,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3437,Farm Animals,0.0,602.3164092742786,143.48767828674096,020402010403,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3438,Hay/Pasture,1758.8876718880706,25.993246593644564,10.15707452133575,020402010403,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3439,High-Density Mixed,27900.56481669565,619.1090511016781,63.612405782369066,020402010403,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3440,Low-Density Mixed,19812.58290073576,542.2670832376847,57.585228855814954,020402010403,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3441,Low-Density Open Space,14109.843803044134,386.1840670825369,41.010230144597905,020402010403,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3442,Medium-Density Mixed,55498.36891334369,1231.4998904635218,126.53452669397787,020402010403,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3443,Open Land,1143.8677785291281,44.97569134282999,1.904243608565042,020402010403,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3444,Point Sources,0.0,0.0,0.0,020402010403,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3445,Septic Systems,0.0,1670.7673501199997,0.0,020402010403,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3446,Stream Bank Erosion,1007245.0,602.0,233.0,020402010403,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3447,Subsurface Flow,0.0,9760.18677698289,212.94287915799464,020402010403,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3448,Wetlands,109.95381660129524,93.83519382338196,5.026694817769936,020402010403,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3449,Wooded Areas,496.06784519188784,37.408023530769235,2.3658661405337504,020402010403,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3450,Barren Areas,31.390487649169867,76.56044020574429,2.574742807415407,020402010404,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3451,Cropland,341198.3345360506,2280.1961857495053,432.64285610304404,020402010404,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3452,Farm Animals,0.0,1067.7298379800611,258.88439606458036,020402010404,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3453,Hay/Pasture,886.5009628632032,25.26540667165589,8.927345029098788,020402010404,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3454,High-Density Mixed,81236.08438481478,2028.2961351152312,209.4671858052637,020402010404,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3455,Low-Density Mixed,11853.572725794796,324.1531459664699,34.426209368562304,020402010404,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3456,Low-Density Open Space,8524.031348775905,233.1020057783678,24.75625658739709,020402010404,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3457,Medium-Density Mixed,87924.83115820517,2195.30023596488,226.71411460293018,020402010404,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3458,Open Land,5235.334172011657,473.7338908200084,13.433737815256363,020402010404,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3459,Point Sources,0.0,321614.82517384726,67203.70525898896,020402010404,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3460,Septic Systems,0.0,2823.89943924,0.0,020402010404,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3461,Stream Bank Erosion,5965563.0,3599.0,1200.0,020402010404,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3462,Subsurface Flow,0.0,66311.24647173501,687.6464769741269,020402010404,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3463,Wetlands,1031.3517089303227,552.5679875173861,29.781243529031954,020402010404,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3464,Wooded Areas,323.8329151651514,49.10058095376753,2.8036307085606875,020402010404,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3465,Barren Areas,1.6749162933842816,1.095774988692987,0.03813117331510001,020402010405,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3466,Cropland,14003.854684695403,65.10167820104627,20.03002520022547,020402010405,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3467,Farm Animals,0.0,1117.2743757812084,268.63754333901056,020402010405,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3468,Hay/Pasture,823.3199087256452,20.613965549381632,9.01698138174476,020402010405,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3469,High-Density Mixed,66012.97899132308,1494.645652193411,153.74342947864034,020402010405,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3470,Low-Density Mixed,53673.365501159016,1524.3591320726407,161.2391329834511,020402010405,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3471,Low-Density Open Space,23673.541427796346,672.3442572868303,71.1172340102889,020402010405,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3472,Medium-Density Mixed,117495.63261970846,2660.3001277952444,273.6459069676402,020402010405,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3473,Open Land,180.15416804968808,6.032268389531956,0.29627493918039377,020402010405,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3474,Point Sources,0.0,232.33953416759365,116.1397671439456,020402010405,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3475,Septic Systems,0.0,3417.9854464800005,0.0,020402010405,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3476,Stream Bank Erosion,3370213.0,1038.0,842.0,020402010405,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3477,Subsurface Flow,0.0,29762.274536244422,446.39317008043196,020402010405,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3478,Wetlands,377.65082602036074,184.71918184438422,10.07504763366967,020402010405,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3479,Wooded Areas,696.1742631796403,77.14297873690091,4.7108620187776316,020402010405,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3480,Barren Areas,21.407156949411306,14.446896753713196,0.4944594179030999,020402010406,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3481,Cropland,1397449.4546065489,24867.90678465488,3032.7469149978106,020402010406,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3482,Farm Animals,0.0,803.056920628297,208.77244911906783,020402010406,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3483,Hay/Pasture,980.6651782171807,76.03262860427603,24.459986326791746,020402010406,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3484,High-Density Mixed,18205.32458875551,363.2208163870738,37.128362887219,020402010406,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3485,Low-Density Mixed,23325.43934330132,609.3447384963456,65.05020604532235,020402010406,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3486,Low-Density Open Space,26915.081885739255,703.1191692422927,75.06103514817059,020402010406,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3487,Medium-Density Mixed,72043.1874669002,1437.3589022970154,146.9265540849039,020402010406,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3488,Open Land,2017.8511614273934,48.44216441578711,2.2670316771309116,020402010406,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3489,Point Sources,0.0,4734.140508218617,433.8391301681536,020402010406,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3490,Septic Systems,0.0,2043.4647380399997,0.0,020402010406,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3491,Stream Bank Erosion,7536339.0,5783.0,1328.0,020402010406,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3492,Subsurface Flow,0.0,29003.369340275138,679.2165726405774,020402010406,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3493,Wetlands,2710.8495263027994,728.1211163651585,39.794662562253414,020402010406,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3494,Wooded Areas,2383.149461568414,180.3898900933653,10.788700830876543,020402010406,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3495,Barren Areas,0.5832531570933176,0.774718283044259,0.026247045087940346,020402010407,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3496,Cropland,41855.66269409551,385.29736432120137,64.77666874066256,020402010407,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3497,Farm Animals,0.0,905.6749118032371,221.28618530866356,020402010407,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3498,Hay/Pasture,264.5062422294597,7.692783169783947,2.781419667032166,020402010407,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3499,High-Density Mixed,93837.51784564026,2170.616243981367,223.44336766989915,020402010407,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3500,Low-Density Mixed,46719.41293523975,1319.9894648206198,139.68885405384665,020402010407,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3501,Low-Density Open Space,22324.62460342209,630.7499908750973,66.74958078683613,020402010407,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3502,Medium-Density Mixed,149185.4784200474,3450.9056746083957,355.23643922950583,020402010407,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3503,Open Land,2166.9287882176936,69.57349446153077,3.030804620346089,020402010407,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3504,Point Sources,0.0,342876.15254565096,51045.987654631404,020402010407,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3505,Septic Systems,0.0,4588.637498279999,0.0,020402010407,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3506,Stream Bank Erosion,7043272.0,4108.0,1414.0,020402010407,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3507,Subsurface Flow,0.0,42838.03057523611,592.8628054971457,020402010407,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3508,Wetlands,195.6388285263877,109.85745031465635,5.915082817641018,020402010407,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3509,Wooded Areas,352.82649657491663,37.58161944040705,2.218041476803074,020402010407,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3510,Barren Areas,9.49143043548779,37.7438938239073,1.259644518891807,020402020101,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3511,Cropland,5675.227898203922,57.64254930880171,3.8253721724360106,020402020101,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3512,Farm Animals,0.0,281.02770156401107,73.60341258781484,020402020101,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3513,Hay/Pasture,417.6571820185045,1.6487358350792374,0.23485848240459117,020402020101,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3514,High-Density Mixed,0.0,0.0,0.0,020402020101,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3515,Low-Density Mixed,2085.685004036176,52.61986185701987,5.640382688298546,020402020101,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3516,Low-Density Open Space,3328.716022066665,83.9803598834134,9.001950049405046,020402020101,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3517,Medium-Density Mixed,1622.4898004128286,27.565271079470232,2.7927438845715815,020402020101,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3518,Open Land,1854.8006594320198,44.943431902589715,1.2501919955499396,020402020101,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3519,Point Sources,0.0,0.0,0.0,020402020101,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3520,Septic Systems,0.0,43.00354476000002,0.0,020402020101,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3521,Stream Bank Erosion,356171.0,199.0,21.0,020402020101,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3522,Subsurface Flow,0.0,11876.668209602803,482.0530038015255,020402020101,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3523,Wetlands,793.6120948255577,133.16278033161652,7.100961195512769,020402020101,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3524,Wooded Areas,4066.161655850938,65.62699862008516,3.92744273084872,020402020101,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3525,Barren Areas,2.7743516257820744,20.02922942974077,0.6686124009313458,020402020102,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3526,Cropland,851.3586161625772,186.54645725184673,14.324046515876947,020402020102,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3527,Farm Animals,0.0,672.6003617678793,175.36359057039667,020402020102,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3528,Hay/Pasture,14.233516959916953,2.6297350729708278,0.658602143399383,020402020102,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3529,High-Density Mixed,2248.0035222043625,40.440497068065234,4.110738356794845,020402020102,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3530,Low-Density Mixed,16587.703087607566,442.62628954199647,47.137781144437795,020402020102,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3531,Low-Density Open Space,15517.369584779486,414.0655090392866,44.096181825870154,020402020102,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3532,Medium-Density Mixed,29055.12066849107,522.6875806022766,53.13069922423857,020402020102,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3533,Open Land,156.62249954946907,60.092593806571124,1.2626096452438802,020402020102,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3534,Point Sources,0.0,0.0,0.0,020402020102,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3535,Septic Systems,0.0,783.6201489599999,0.0,020402020102,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3536,Stream Bank Erosion,3984168.0,2822.0,443.0,020402020102,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3537,Subsurface Flow,0.0,16799.024919798794,741.6469008459721,020402020102,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3538,Wetlands,440.37640963293984,1077.7197472197508,56.85220503489928,020402020102,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3539,Wooded Areas,348.057058101257,192.63884562896118,10.241723125202236,020402020102,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3540,Barren Areas,38.46859983405364,46.98646053108948,1.5860252874451704,020402020103,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3541,Cropland,171622.63627893446,4288.964279259104,450.76392100239065,020402020103,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3542,Farm Animals,0.0,710.9584578819431,185.3162216833518,020402020103,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3543,Hay/Pasture,193.74674105355987,7.31740664221228,2.1761973979937554,020402020103,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3544,High-Density Mixed,15814.151217537206,325.20471736187704,33.29322612194267,020402020103,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3545,Low-Density Mixed,26042.920479866778,691.0674344166198,73.64225835184114,020402020103,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3546,Low-Density Open Space,25775.624968350254,683.9745577356958,72.88641973033918,020402020103,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3547,Medium-Density Mixed,50185.353249820684,1032.0195750509297,105.65425173770757,020402020103,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3548,Open Land,1503.0372123285479,186.0081222625075,4.559661537294778,020402020103,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3549,Point Sources,0.0,0.0,0.0,020402020103,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3550,Septic Systems,0.0,1449.3787308000003,0.0,020402020103,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3551,Stream Bank Erosion,8415968.0,6876.0,1313.0,020402020103,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3552,Subsurface Flow,0.0,24059.762874662927,732.9940802997089,020402020103,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3553,Wetlands,665.3700667615306,1096.4180951113735,58.00689628502095,020402020103,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3554,Wooded Areas,831.6503558753084,128.313874883251,7.1291846563711205,020402020103,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3555,Barren Areas,0.40970560087071695,0.21630406389368506,0.0074655186209989155,020402020104,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3556,Cropland,477008.8466910887,8285.870152887344,1031.0005008188346,020402020104,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3557,Farm Animals,0.0,401.2169166478036,104.28600158169252,020402020104,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3558,Hay/Pasture,293.80558503950374,20.471332609847046,6.7624616459269955,020402020104,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3559,High-Density Mixed,15559.741776408324,323.1466205950899,33.09858555618553,020402020104,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3560,Low-Density Mixed,18887.223829696042,505.99439018489386,53.86199759412581,020402020104,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3561,Low-Density Open Space,16960.61308634957,454.37991063017415,48.36774898677955,020402020104,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3562,Medium-Density Mixed,46196.37841607032,959.4120380274701,98.26864772965246,020402020104,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3563,Open Land,3172.174644486675,101.54902163529745,4.16134948045031,020402020104,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3564,Point Sources,0.0,83838.69190643926,14531.54086478341,020402020104,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3565,Septic Systems,0.0,1341.07350696,0.0,020402020104,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3566,Stream Bank Erosion,4570315.0,4134.0,850.0,020402020104,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3567,Subsurface Flow,0.0,17398.39626843917,356.8195888819034,020402020104,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3568,Wetlands,1620.3231997145554,367.5232211284206,20.24018058286204,020402020104,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3569,Wooded Areas,1917.4963141278736,82.45271495783753,5.400955832640999,020402020104,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3570,Barren Areas,5.017445565948081,6.622459728277139,0.22362691846324873,020402020201,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3571,Cropland,67300.85602115259,1448.2174407531656,165.57302531175736,020402020201,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3572,Farm Animals,0.0,590.0651455431641,153.38785454758917,020402020201,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3573,Hay/Pasture,45.08789190822776,0.7990956720970482,0.2620866084217276,020402020201,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3574,High-Density Mixed,652.3538458228134,11.614782447138843,1.1799507146053263,020402020201,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3575,Low-Density Mixed,6576.663468370956,161.70886593062798,17.387506518716684,020402020201,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3576,Low-Density Open Space,13246.661378487572,325.7126655764363,35.0217723892047,020402020201,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3577,Medium-Density Mixed,10437.661533165014,185.8365191542215,18.87921143368522,020402020201,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3578,Open Land,433.4292923771145,23.198231269155286,0.7310263779020129,020402020201,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3579,Point Sources,0.0,4984.340006577623,427.2291434209391,020402020201,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3580,Septic Systems,0.0,280.31940287999987,0.0,020402020201,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3581,Stream Bank Erosion,1893271.0,1509.0,322.0,020402020201,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3582,Subsurface Flow,0.0,20127.33149474158,574.8079745629419,020402020201,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3583,Wetlands,348.62639472193797,643.8185632281376,34.063727505194706,020402020201,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3584,Wooded Areas,2270.627377023867,94.19056204313961,6.1202409275605545,020402020201,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3585,Barren Areas,4.1275258742321,8.546693144314522,0.287748752894538,020402020202,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3586,Cropland,43813.59449060698,1338.7281809111303,164.42074504961343,020402020202,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3587,Farm Animals,0.0,785.8713384904813,204.58425512130702,020402020202,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3588,Hay/Pasture,43.47710744921475,6.26486209140966,2.2327568381781804,020402020202,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3589,High-Density Mixed,18576.36635289968,368.8620446633404,37.69599316691077,020402020202,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3590,Low-Density Mixed,45803.62322638417,1186.3156765887666,126.77051080764393,020402020202,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3591,Low-Density Open Space,57356.785280978955,1485.5430366558062,158.74615273155223,020402020202,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3592,Medium-Density Mixed,76320.06801673687,1515.4511815010821,154.87209434841915,020402020202,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3593,Open Land,221.34401929335894,28.622360009572756,0.7340832108871829,020402020202,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3594,Point Sources,0.0,41052.347691519964,3535.472911504019,020402020202,2019_2019,nhdhr,NASA_NLDAS_2000_2019
3595,Septic Systems,0.0,2164.5117529200006,0.0,020402020202,2019_2019,nhdhr,NASA_NLDAS_2000_2019
