,Source,TotalN,TotalP,Sediment,Area,gwlfe_endpoint,huc,huc_level,huc_run,huc_run_level,huc_run_name,huc_run_states,huc_run_areaacres,land_use_source,closest_weather_stations,stream_layer,weather_source
4333,Wetlands,752.571377037811,18.3292431923014,432.273674657728,3354.7688744026223,subbasin,020402020202,12,020402020202,12,Barton Run-Southwest Branch South Branch Rancocas Creek,NJ,30084.97,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4334,Wooded Areas,62.4767545941286,1.18580595186019,770.484293570861,3132.4914764097985,subbasin,020402020202,12,020402020202,12,Barton Run-Southwest Branch South Branch Rancocas Creek,NJ,30084.97,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4335,Barren Areas,1.29945506119736,0.0243396965700652,0.553363991199041,3.059644135936254,subbasin,020402020203,12,020402020203,12,Little Creek-Southwest Branch South Branch Rancocas Creek,NJ,18912.7,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4336,Cropland,8771.93422392076,902.217037862667,440222.531338791,1725.9992508016867,subbasin,020402020203,12,020402020203,12,Little Creek-Southwest Branch South Branch Rancocas Creek,NJ,18912.7,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4337,Farm Animals,507.20068086715,104.856366419592,0.0,1776.0334313775854,subbasin,020402020203,12,020402020203,12,Little Creek-Southwest Branch South Branch Rancocas Creek,NJ,18912.7,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4338,Hay/Pasture,16.4057457287,4.23243295651338,378.044692719581,50.03418057589874,subbasin,020402020203,12,020402020203,12,Little Creek-Southwest Branch South Branch Rancocas Creek,NJ,18912.7,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4339,High-Density Mixed,219.531026803726,17.4023167676675,9623.6690412705,89.89954387647992,subbasin,020402020203,12,020402020203,12,Little Creek-Southwest Branch South Branch Rancocas Creek,NJ,18912.7,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4340,Low-Density Mixed,362.474884604648,29.5584907279158,12583.2600973457,624.3473827978155,subbasin,020402020203,12,020402020203,12,Little Creek-Southwest Branch South Branch Rancocas Creek,NJ,18912.7,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4341,Low-Density Open Space,574.974592355891,43.0937024737329,19130.9952018873,994.744302312922,subbasin,020402020203,12,020402020203,12,Little Creek-Southwest Branch South Branch Rancocas Creek,NJ,18912.7,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4342,Medium-Density Mixed,798.636111191281,64.2019771681757,35260.0313677497,326.75199581130994,subbasin,020402020203,12,020402020203,12,Little Creek-Southwest Branch South Branch Rancocas Creek,NJ,18912.7,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4343,Open Land,74.8631702197675,3.14886395002044,2677.25762352825,89.08963807579092,subbasin,020402020203,12,020402020203,12,Little Creek-Southwest Branch South Branch Rancocas Creek,NJ,18912.7,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4344,Point Sources,29627.6334176264,370.529442096953,0.0,7635.900000000001,subbasin,020402020203,12,020402020203,12,Little Creek-Southwest Branch South Branch Rancocas Creek,NJ,18912.7,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4345,Septic Systems,1126.74499921511,0.0,0.0,624.3473827978155,subbasin,020402020203,12,020402020203,12,Little Creek-Southwest Branch South Branch Rancocas Creek,NJ,18912.7,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4346,Stream Bank Erosion,2159.09808251393,470.284220997991,2805481.47551034,7635.900000000001,subbasin,020402020203,12,020402020203,12,Little Creek-Southwest Branch South Branch Rancocas Creek,NJ,18912.7,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4347,Subsurface Flow,11394.5080541875,266.054067059734,0.0,7635.900000000001,subbasin,020402020203,12,020402020203,12,Little Creek-Southwest Branch South Branch Rancocas Creek,NJ,18912.7,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4348,Wetlands,1062.99772768479,37.4765981767171,1921.81953541811,2636.243381242722,subbasin,020402020203,12,020402020203,12,Little Creek-Southwest Branch South Branch Rancocas Creek,NJ,18912.7,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4349,Wooded Areas,78.0638604623049,2.81448024878212,1083.74354765948,1095.8025483322283,subbasin,020402020203,12,020402020203,12,Little Creek-Southwest Branch South Branch Rancocas Creek,NJ,18912.7,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4350,Barren Areas,0.0,0.0,0.0,0.0,subbasin,020402020204,12,020402020204,12,Jade Run-South Branch Rancocas Creek,NJ,36678.19,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4351,Barren Areas,0.0,0.0,0.0,0.0,subbasin,020402020204,12,0204020202,10,South Branch Rancocas Creek,NJ,107477.26,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4352,Cropland,21741.2620331298,1154.58658742599,672747.033330436,4570.538587858731,subbasin,020402020204,12,020402020204,12,Jade Run-South Branch Rancocas Creek,NJ,36678.19,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4353,Cropland,21741.2620331298,1154.58658742599,672747.033330436,4570.538587858731,subbasin,020402020204,12,0204020202,10,South Branch Rancocas Creek,NJ,107477.26,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4354,Farm Animals,958.247962120023,109.688792270215,0.0,4641.725450832706,subbasin,020402020204,12,020402020204,12,Jade Run-South Branch Rancocas Creek,NJ,36678.19,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4355,Farm Animals,958.247962120023,109.688792270215,0.0,4641.725450832706,subbasin,020402020204,12,0204020202,10,South Branch Rancocas Creek,NJ,107477.26,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4356,Hay/Pasture,22.826033115838,3.87721368447285,404.322616267224,71.18686297397426,subbasin,020402020204,12,020402020204,12,Jade Run-South Branch Rancocas Creek,NJ,36678.19,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4357,Hay/Pasture,22.826033115838,3.87721368447285,404.322616267224,71.18686297397426,subbasin,020402020204,12,0204020202,10,South Branch Rancocas Creek,NJ,107477.26,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4358,High-Density Mixed,483.621761186087,31.6697928162915,19142.7854754592,197.99127502243155,subbasin,020402020204,12,020402020204,12,Jade Run-South Branch Rancocas Creek,NJ,36678.19,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4359,High-Density Mixed,483.621761186087,31.6697928162915,19142.7854754592,197.99127502243155,subbasin,020402020204,12,0204020202,10,South Branch Rancocas Creek,NJ,107477.26,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4360,Low-Density Mixed,735.462524430562,43.6670361987139,21321.5424101959,1217.2863572515498,subbasin,020402020204,12,020402020204,12,Jade Run-South Branch Rancocas Creek,NJ,36678.19,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4361,Low-Density Mixed,735.462524430562,43.6670361987139,21321.5424101959,1217.2863572515498,subbasin,020402020204,12,0204020202,10,South Branch Rancocas Creek,NJ,107477.26,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4362,Low-Density Open Space,897.533384206444,48.9863556623685,24853.0489779804,1493.4841859078417,subbasin,020402020204,12,020402020204,12,Jade Run-South Branch Rancocas Creek,NJ,36678.19,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4363,Low-Density Open Space,897.533384206444,48.9863556623685,24853.0489779804,1493.4841859078417,subbasin,020402020204,12,0204020202,10,South Branch Rancocas Creek,NJ,107477.26,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4364,Medium-Density Mixed,1554.93974277999,94.2088075583019,59020.2724494751,639.6918103906562,subbasin,020402020204,12,020402020204,12,Jade Run-South Branch Rancocas Creek,NJ,36678.19,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4365,Medium-Density Mixed,1554.93974277999,94.2088075583019,59020.2724494751,639.6918103906562,subbasin,020402020204,12,0204020202,10,South Branch Rancocas Creek,NJ,107477.26,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4366,Open Land,39.0867911262155,0.642012391184591,436.849341002677,51.65772357403442,subbasin,020402020204,12,020402020204,12,Jade Run-South Branch Rancocas Creek,NJ,36678.19,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4367,Open Land,39.0867911262155,0.642012391184591,436.849341002677,51.65772357403442,subbasin,020402020204,12,0204020202,10,South Branch Rancocas Creek,NJ,107477.26,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4368,Point Sources,4221.38464863336,574.09225139476,0.0,14722.400000000001,subbasin,020402020204,12,020402020204,12,Jade Run-South Branch Rancocas Creek,NJ,36678.19,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4369,Point Sources,4221.38464863336,574.09225139476,0.0,14722.400000000001,subbasin,020402020204,12,0204020202,10,South Branch Rancocas Creek,NJ,107477.26,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4370,Septic Systems,2169.70312827443,0.0,0.0,1217.2863572515498,subbasin,020402020204,12,020402020204,12,Jade Run-South Branch Rancocas Creek,NJ,36678.19,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4371,Septic Systems,2169.70312827443,0.0,0.0,1217.2863572515498,subbasin,020402020204,12,0204020202,10,South Branch Rancocas Creek,NJ,107477.26,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4372,Stream Bank Erosion,5136.40825255943,1039.74866083363,7691490.64063118,14722.400000000001,subbasin,020402020204,12,020402020204,12,Jade Run-South Branch Rancocas Creek,NJ,36678.19,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4373,Stream Bank Erosion,5136.40825255943,1039.74866083363,7691490.64063118,14722.400000000001,subbasin,020402020204,12,0204020202,10,South Branch Rancocas Creek,NJ,107477.26,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4374,Subsurface Flow,24972.0760685054,343.070376306206,0.0,14722.400000000001,subbasin,020402020204,12,020402020204,12,Jade Run-South Branch Rancocas Creek,NJ,36678.19,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4375,Subsurface Flow,24972.0760685054,343.070376306206,0.0,14722.400000000001,subbasin,020402020204,12,0204020202,10,South Branch Rancocas Creek,NJ,107477.26,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4376,Wetlands,1797.81754779149,32.1515169726067,1458.24523365884,4644.605323923941,subbasin,020402020204,12,020402020204,12,Jade Run-South Branch Rancocas Creek,NJ,36678.19,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4377,Wetlands,1797.81754779149,32.1515169726067,1458.24523365884,4644.605323923941,subbasin,020402020204,12,0204020202,10,South Branch Rancocas Creek,NJ,107477.26,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4378,Wooded Areas,82.6811467310662,1.96574617449406,1090.19996325927,1835.9190956625473,subbasin,020402020204,12,020402020204,12,Jade Run-South Branch Rancocas Creek,NJ,36678.19,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4379,Wooded Areas,82.6811467310662,1.96574617449406,1090.19996325927,1835.9190956625473,subbasin,020402020204,12,0204020202,10,South Branch Rancocas Creek,NJ,107477.26,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4380,Barren Areas,1.36722525219837,0.045904365461749,1.66341403792708,1.9805973604469016,subbasin,020402020301,12,020402020301,12,Poquessing Creek,PA,13826.45,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
4381,Cropland,404.267038784283,120.015733343921,64297.1657673799,71.84166789257397,subbasin,020402020301,12,020402020301,12,Poquessing Creek,PA,13826.45,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
4382,Farm Animals,590.873728105562,138.937481000114,0.0,181.13463132814388,subbasin,020402020301,12,020402020301,12,Poquessing Creek,PA,13826.45,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
4383,Hay/Pasture,106.354801079342,56.6017260763358,13905.5350110115,109.29296343556992,subbasin,020402020301,12,020402020301,12,Poquessing Creek,PA,13826.45,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
4384,High-Density Mixed,1732.0160853317,172.39809106293,79376.914452787,650.8963143650499,subbasin,020402020301,12,020402020301,12,Poquessing Creek,PA,13826.45,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
4385,Low-Density Mixed,950.40862339828,98.0339708929564,34948.6789191908,1346.9862594093881,subbasin,020402020301,12,020402020301,12,Poquessing Creek,PA,13826.45,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
4386,Low-Density Open Space,849.578322768312,87.4728911504955,31213.6370627633,1204.203195151716,subbasin,020402020301,12,020402020301,12,Poquessing Creek,PA,13826.45,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
4387,Medium-Density Mixed,4126.74545113277,411.611694367887,189310.783584885,1550.717706077176,subbasin,020402020301,12,020402020301,12,Poquessing Creek,PA,13826.45,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
4388,Open Land,7.47137375216035,0.39631294980386,214.406091864138,6.30190069233105,subbasin,020402020301,12,020402020301,12,Poquessing Creek,PA,13826.45,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
4389,Point Sources,0.0,0.0,0.0,5593.499999999999,subbasin,020402020301,12,020402020301,12,Poquessing Creek,PA,13826.45,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
4390,Septic Systems,5426.00186834802,0.0,0.0,1346.9862594093881,subbasin,020402020301,12,020402020301,12,Poquessing Creek,PA,13826.45,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
4391,Stream Bank Erosion,1359.37454785873,1180.12701303773,4017044.83154184,5593.499999999999,subbasin,020402020301,12,020402020301,12,Poquessing Creek,PA,13826.45,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
4392,Subsurface Flow,50671.9919005957,556.8344562718,0.0,5593.499999999999,subbasin,020402020301,12,020402020301,12,Poquessing Creek,PA,13826.45,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
4393,Wetlands,89.0083176784047,4.88970191853557,297.622100963636,204.90179965350669,subbasin,020402020301,12,020402020301,12,Poquessing Creek,PA,13826.45,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
4394,Wooded Areas,68.9014272225554,4.40828744557603,802.446845149274,446.44465047528115,subbasin,020402020301,12,020402020301,12,Poquessing Creek,PA,13826.45,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
4395,Barren Areas,0.428007706669746,0.0121561336203534,0.630905178396075,0.9899108048542509,subbasin,020402020302,12,020402020302,12,Rancocas Creek,NJ,20808.36,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4396,Cropland,2561.95140306769,299.563549876176,204882.754311261,751.9722441238292,subbasin,020402020302,12,020402020302,12,Rancocas Creek,NJ,20808.36,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4397,Farm Animals,559.204855164715,112.40036320608,0.0,794.5384087325621,subbasin,020402020302,12,020402020302,12,Rancocas Creek,NJ,20808.36,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4398,Hay/Pasture,14.0480636495244,3.96595909603633,375.146984136323,42.56616460873279,subbasin,020402020302,12,020402020302,12,Rancocas Creek,NJ,20808.36,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4399,High-Density Mixed,1155.77298997729,93.7872625815576,48911.623018262,462.10836208423433,subbasin,020402020302,12,020402020302,12,Rancocas Creek,NJ,20808.36,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4400,Low-Density Mixed,1598.35279860259,134.442524168481,51444.8450046338,2246.377591888346,subbasin,020402020302,12,020402020302,12,Rancocas Creek,NJ,20808.36,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4401,Low-Density Open Space,930.547659466614,75.8414735711954,29503.6006957856,1309.8319786048746,subbasin,020402020302,12,020402020302,12,Rancocas Creek,NJ,20808.36,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4402,Medium-Density Mixed,3066.63221352985,246.505322570527,129165.890861703,1226.6794709971177,subbasin,020402020302,12,020402020302,12,Rancocas Creek,NJ,20808.36,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4403,Open Land,72.9893787591556,2.57147926060901,1794.7439589594,92.9616237649492,subbasin,020402020302,12,020402020302,12,Rancocas Creek,NJ,20808.36,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4404,Point Sources,157749.031639138,6030.81771140141,0.0,8150.400000000001,subbasin,020402020302,12,020402020302,12,Rancocas Creek,NJ,20808.36,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4405,Septic Systems,4249.43403569981,0.0,0.0,2246.377591888346,subbasin,020402020302,12,020402020302,12,Rancocas Creek,NJ,20808.36,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4406,Stream Bank Erosion,8240.94153965332,2074.81664884355,11499229.3353005,8150.400000000001,subbasin,020402020302,12,020402020302,12,Rancocas Creek,NJ,20808.36,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4407,Subsurface Flow,38953.1665833305,502.997932803161,0.0,8150.400000000001,subbasin,020402020302,12,020402020302,12,Rancocas Creek,NJ,20808.36,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4408,Wetlands,297.808618098122,12.4325643417176,883.940909896861,1277.7048733927868,subbasin,020402020302,12,020402020302,12,Rancocas Creek,NJ,20808.36,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4409,Wooded Areas,42.2991347515989,2.28482565551028,914.21968067879,739.1034036607239,subbasin,020402020302,12,020402020302,12,Rancocas Creek,NJ,20808.36,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4410,Barren Areas,0.409444226017789,0.0131047223933856,0.102635598028442,0.6299890551796371,subbasin,020402020303,12,020402020303,12,Upper Pennypack Creek,PA,17626.49,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
4411,Cropland,153.289856218652,44.6724473919024,31227.4290857699,17.81969041793831,subbasin,020402020303,12,020402020303,12,Upper Pennypack Creek,PA,17626.49,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
4412,Farm Animals,1314.02617394609,325.959879288992,0.0,229.40601452184214,subbasin,020402020303,12,020402020303,12,Upper Pennypack Creek,PA,17626.49,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
4413,Hay/Pasture,219.576070546316,98.2882781779899,21421.7885727763,211.58632410390382,subbasin,020402020303,12,020402020303,12,Upper Pennypack Creek,PA,17626.49,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
4414,High-Density Mixed,1307.28838753934,128.055442644761,58199.3791262845,486.89154121740535,subbasin,020402020303,12,020402020303,12,Upper Pennypack Creek,PA,17626.49,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
4415,Low-Density Mixed,1536.9249767711,156.247421838332,56444.0321806986,2206.4916665484525,subbasin,020402020303,12,020402020303,12,Upper Pennypack Creek,PA,17626.49,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
4416,Low-Density Open Space,1460.2838215486,149.316659003798,53776.2241684281,2095.8835881461987,subbasin,020402020303,12,020402020303,12,Upper Pennypack Creek,PA,17626.49,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
4417,Medium-Density Mixed,2755.52150210038,269.890303816643,122667.552737771,1026.3421693240832,subbasin,020402020303,12,020402020303,12,Upper Pennypack Creek,PA,17626.49,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
4418,Open Land,8.86596702118972,0.422049597945839,230.975529534079,7.289873352792944,subbasin,020402020303,12,020402020303,12,Upper Pennypack Creek,PA,17626.49,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
4419,Point Sources,16413.4414513646,2175.89023687385,0.0,7131.1,subbasin,020402020303,12,020402020303,12,Upper Pennypack Creek,PA,17626.49,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
4420,Septic Systems,3588.88445275998,0.0,0.0,2206.4916665484525,subbasin,020402020303,12,020402020303,12,Upper Pennypack Creek,PA,17626.49,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
4421,Stream Bank Erosion,3344.12970897747,1612.92736391355,5823751.7680381,7131.1,subbasin,020402020303,12,020402020303,12,Upper Pennypack Creek,PA,17626.49,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
4422,Subsurface Flow,26819.1959954119,512.559965992903,0.0,7131.1,subbasin,020402020303,12,020402020303,12,Upper Pennypack Creek,PA,17626.49,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
4423,Wetlands,51.4527884907679,2.82757216001849,209.747660339402,156.4172825574585,subbasin,020402020303,12,020402020303,12,Upper Pennypack Creek,PA,17626.49,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
4424,Wooded Areas,91.3391059241374,5.8912790914134,1251.64806847148,921.7639861642635,subbasin,020402020303,12,020402020303,12,Upper Pennypack Creek,PA,17626.49,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
4425,Barren Areas,4.92539413947385,0.164287504009595,5.8326775642461,7.199396564176871,subbasin,020402020304,12,020402020304,12,Lower Pennypack Creek,PA,18272.43,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
4426,Cropland,0.0,0.0,0.0,0.0,subbasin,020402020304,12,020402020304,12,Lower Pennypack Creek,PA,18272.43,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
4427,Farm Animals,517.513837235077,130.48498828067,0.0,169.18581925815647,subbasin,020402020304,12,020402020304,12,Lower Pennypack Creek,PA,18272.43,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
4428,Hay/Pasture,188.355391594691,81.9496059901499,26626.9017011297,169.18581925815647,subbasin,020402020304,12,020402020304,12,Lower Pennypack Creek,PA,18272.43,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
4429,High-Density Mixed,1756.2688851096,175.396679335359,83515.3526625084,670.2638201248667,subbasin,020402020304,12,020402020304,12,Lower Pennypack Creek,PA,18272.43,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
4430,Low-Density Mixed,1114.22475782862,113.927178418801,41132.3779242372,1608.345192437113,subbasin,020402020304,12,020402020304,12,Lower Pennypack Creek,PA,18272.43,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
4431,Low-Density Open Space,1086.20895587567,108.643774851821,39680.6455531554,1569.4684509905578,subbasin,020402020304,12,020402020304,12,Lower Pennypack Creek,PA,18272.43,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
4432,Medium-Density Mixed,5200.89817315681,519.295888217123,247292.857358078,1984.9636252006155,subbasin,020402020304,12,020402020304,12,Lower Pennypack Creek,PA,18272.43,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
4433,Open Land,18.7591769076101,0.639337459159472,273.914509341588,16.018657355293538,subbasin,020402020304,12,020402020304,12,Lower Pennypack Creek,PA,18272.43,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
4434,Point Sources,2389.66591831967,319.09992957608,0.0,7386.400000000001,subbasin,020402020304,12,020402020304,12,Lower Pennypack Creek,PA,18272.43,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
4435,Septic Systems,6938.11792007588,0.0,0.0,1608.345192437113,subbasin,020402020304,12,020402020304,12,Lower Pennypack Creek,PA,18272.43,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
4436,Stream Bank Erosion,4467.34790025533,2363.25305139666,9229328.21889732,7386.400000000001,subbasin,020402020304,12,020402020304,12,Lower Pennypack Creek,PA,18272.43,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
4437,Subsurface Flow,231550.160868455,2122.79545316951,0.0,7386.400000000001,subbasin,020402020304,12,020402020304,12,Lower Pennypack Creek,PA,18272.43,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
4438,Wetlands,63.976379308931,3.35267215510533,143.34150459202,195.64360163150647,subbasin,020402020304,12,020402020304,12,Lower Pennypack Creek,PA,18272.43,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
4439,Wooded Areas,114.648413434892,7.11859113413924,1512.74891171077,1165.3123263690786,subbasin,020402020304,12,020402020304,12,Lower Pennypack Creek,PA,18272.43,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
4440,Barren Areas,1.87601866682883,0.0519369646327693,0.918787283651757,4.410232777241705,subbasin,020402020305,12,020402020305,12,Swede Run-Delaware River,"NJ,PA",9831.48,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4441,Barren Areas,2.00547708023126,0.0555254782229594,0.988261017695674,4.410232777241705,subbasin,020402020305,12,0204020203,10,Pennypack Creek-Delaware River,"NJ,PA",80365.22,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
4442,Cropland,1080.41542303895,174.674998523096,136138.550697901,272.35437518231424,subbasin,020402020305,12,020402020305,12,Swede Run-Delaware River,"NJ,PA",9831.48,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4443,Cropland,1168.53614469692,188.379357543116,146432.612917307,272.35437518231424,subbasin,020402020305,12,0204020203,10,Pennypack Creek-Delaware River,"NJ,PA",80365.22,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
4444,Farm Animals,373.200500089846,74.9904260342939,0.0,304.21605687912165,subbasin,020402020305,12,020402020305,12,Swede Run-Delaware River,"NJ,PA",9831.48,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4445,Farm Animals,375.398922663376,75.8984285300364,0.0,304.21605687912165,subbasin,020402020305,12,0204020203,10,Pennypack Creek-Delaware River,"NJ,PA",80365.22,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
4446,Hay/Pasture,26.2156729996582,8.02768352760062,875.590344268671,31.861681696807413,subbasin,020402020305,12,020402020305,12,Swede Run-Delaware River,"NJ,PA",9831.48,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4447,Hay/Pasture,28.1001022550557,8.69224943045421,941.797758967936,31.861681696807413,subbasin,020402020305,12,0204020203,10,Pennypack Creek-Delaware River,"NJ,PA",80365.22,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
4448,High-Density Mixed,731.831248716884,61.0356614531162,29918.1804164186,285.4050640129274,subbasin,020402020305,12,020402020305,12,Swede Run-Delaware River,"NJ,PA",9831.48,2019_2019,"13739,93730",nhdhr,NASA_NLDAS_2000_2019
4449,High-Density Mixed,764.742936249781,63.793367657343,31266.8290733518,285.4050640129274,subbasin,020402020305,12,0204020203,10,Pennypack Creek-Delaware River,"NJ,PA",80365.22,2019_2019,"13739,14737",nhdhr,NASA_NLDAS_2000_2019
